route_id,tag,category
126736762,slab,feature_tags
126736845,slab,feature_tags
126736887,crimp,feature_tags
126736887,good,good_tags
126736887,ledge,feature_tags
126740851,beautiful,good_tags
126740851,classic,good_tags
126740851,good,good_tags
126740851,tricky,other_tags
126846478,face,feature_tags
126999661,crimp,feature_tags
126999661,traverse,feature_tags
127011089,crack,feature_tags
127011089,slab,feature_tags
127011089,thin,other_tags
127073929,traverse,feature_tags
127145878,smear,other_tags
127145938,crimp,feature_tags
127145938,interesting,good_tags
127145938,jug,feature_tags
127145938,sloper,feature_tags
127146026,crux,feature_tags
127146026,smear,other_tags
127146026,traverse,feature_tags
127155265,crimp,feature_tags
127155265,thin,other_tags
127155357,arete,feature_tags
127155357,crimp,feature_tags
127155357,sloper,feature_tags
127155483,crimp,feature_tags
127155483,good,good_tags
127155483,jug,feature_tags
127155483,sloper,feature_tags
127155483,traverse,feature_tags
127155576,beautiful,good_tags
127155576,crimp,feature_tags
127155576,face,feature_tags
127155576,good,good_tags
127155576,jug,feature_tags
127155576,thin,other_tags
127155576,traverse,feature_tags
127155862,crimp,feature_tags
127155862,sloper,feature_tags
127226681,dirty,bad_tags
127226681,easy,good_tags
127226681,fun,good_tags
127226681,good,good_tags
127226681,slab,feature_tags
127244477,crux,feature_tags
127244477,easier,good_tags
127244810,crux,feature_tags
127244810,face,feature_tags
127244810,slab,feature_tags
127244905,crux,feature_tags
127245077,crux,feature_tags
127245077,dirty,bad_tags
127245077,flake,feature_tags
127245077,run out,bad_tags
127245152,roof,feature_tags
127245152,slab,feature_tags
127245223,easier,good_tags
127245223,roof,feature_tags
127251737,crimp,feature_tags
127251737,sloper,feature_tags
127253875,bad,bad_tags
127253875,good,good_tags
127253875,ledge,feature_tags
127253875,traverse,feature_tags
127262053,face,feature_tags
127262053,good,good_tags
127262053,pocket,feature_tags
127262053,sloper,feature_tags
127262539,dirty,bad_tags
127262539,good,good_tags
127262539,run out,bad_tags
127262567,cruise,feature_tags
127262567,slab,feature_tags
127262567,thin,other_tags
127262599,run out,bad_tags
127262599,slab,feature_tags
127275310,crack,feature_tags
127275310,traverse,feature_tags
127275341,crack,feature_tags
127275341,crimp,feature_tags
127275341,traverse,feature_tags
127282453,easier,good_tags
127282453,fun,good_tags
127282453,smear,other_tags
127284731,cool,good_tags
127284731,crack,feature_tags
127284731,crux,feature_tags
127284731,easier,good_tags
127284731,fun,good_tags
127284731,good,good_tags
127284731,slab,feature_tags
127284731,thin,other_tags
127309697,fun,good_tags
127309697,good,good_tags
127309697,sloper,feature_tags
127309739,heel hook,skill
127309739,pocket,feature_tags
127309739,sloper,feature_tags
127310392,crux,feature_tags
127310392,fun,good_tags
127310392,good,good_tags
127310392,pumpy,other_tags
127310392,traverse,feature_tags
127313588,arete,feature_tags
127313588,cool,good_tags
127313588,crimp,feature_tags
127313588,fun,good_tags
127313588,jug,feature_tags
127313588,sloper,feature_tags
127313588,thin,other_tags
127313666,arete,feature_tags
127313666,cool,good_tags
127313666,crimp,feature_tags
127313666,fun,good_tags
127313666,sloper,feature_tags
127318892,crimp,feature_tags
127318892,crux,feature_tags
127326704,easy,good_tags
127326704,fun,good_tags
127326704,good,good_tags
127326704,thin,other_tags
127326722,crack,feature_tags
127326722,thin,other_tags
127338316,arete,feature_tags
127338316,jug,feature_tags
127338370,crack,feature_tags
127338370,good,good_tags
127338370,interesting,good_tags
127338370,jug,feature_tags
127338370,sloper,feature_tags
127339268,arete,feature_tags
127339268,crimp,feature_tags
127339268,jug,feature_tags
127339268,sloper,feature_tags
127342088,arete,feature_tags
127342088,bad,bad_tags
127342088,cool,good_tags
127342184,arete,feature_tags
127342184,bad,bad_tags
127342184,jug,feature_tags
127351369,crimp,feature_tags
127351369,dyno,skill
127351369,sloper,feature_tags
127357505,good,good_tags
127357505,jug,feature_tags
127357505,thin,other_tags
127357505,traverse,feature_tags
127363692,crack,feature_tags
127363755,bad,bad_tags
127363755,crimp,feature_tags
127363755,sloper,feature_tags
127367962,crux,feature_tags
127367962,good,good_tags
127367962,jug,feature_tags
127367962,ledge,feature_tags
127367962,mantle,skill
127367962,sloper,feature_tags
127376250,arete,feature_tags
127376250,face,feature_tags
127376250,jug,feature_tags
127376250,roof,feature_tags
127376250,traverse,feature_tags
200228076,crack,feature_tags
200228076,good,good_tags
200228076,jug,feature_tags
200228076,warm up,good_tags
200261740,difficult,other_tags
200261756,arete,feature_tags
200261756,flake,feature_tags
200262438,crimp,feature_tags
200262438,traverse,feature_tags
200262473,crack,feature_tags
200262473,jug,feature_tags
200262473,sloper,feature_tags
200262473,traverse,feature_tags
200270155,arete,feature_tags
200270155,crimp,feature_tags
200270155,pocket,feature_tags
200270155,sloper,feature_tags
200270193,arete,feature_tags
200270193,classic,good_tags
200270193,good,good_tags
200270193,sloper,feature_tags
200273429,arete,feature_tags
200273429,classic,good_tags
200273429,crimp,feature_tags
200273429,face,feature_tags
200273429,good,good_tags
200273429,sloper,feature_tags
200297090,best,good_tags
200297090,crack,feature_tags
200297090,crimp,feature_tags
200297090,jug,feature_tags
200297090,pocket,feature_tags
200297184,crimp,feature_tags
200297184,jug,feature_tags
200297184,pocket,feature_tags
200297184,slab,feature_tags
200297184,traverse,feature_tags
200297277,crimp,feature_tags
200297277,jug,feature_tags
200297277,traverse,feature_tags
200297392,crimp,feature_tags
200297392,good,good_tags
200297392,heel hook,skill
200297392,jug,feature_tags
200297392,smear,other_tags
200317720,crux,feature_tags
200317720,dirty,bad_tags
200317720,fun,good_tags
200317720,great,good_tags
200317720,smear,other_tags
200322355,arete,feature_tags
200322355,jug,feature_tags
200322355,pocket,feature_tags
200322355,smear,other_tags
200322355,thin,other_tags
200352148,arete,feature_tags
200352148,cool,good_tags
200352148,crimp,feature_tags
200352148,jug,feature_tags
200365639,good,good_tags
200366975,fun,good_tags
200366975,jug,feature_tags
200367051,crack,feature_tags
200367051,crux,feature_tags
200367051,easier,good_tags
200367051,face,feature_tags
200367264,arete,feature_tags
200367264,face,feature_tags
200367264,fun,good_tags
200367264,jug,feature_tags
200367270,arete,feature_tags
200367270,fun,good_tags
200367270,jug,feature_tags
200367270,roof,feature_tags
200367270,stick clip,other_tags
200367443,face,feature_tags
200367443,ledge,feature_tags
200367443,roof,feature_tags
200367443,traverse,feature_tags
200375758,crimp,feature_tags
200375758,crux,feature_tags
200375758,easy,good_tags
200375758,good,good_tags
200375758,mantle,skill
200375758,sloper,feature_tags
200375854,crimp,feature_tags
200375854,good,good_tags
200375854,mantle,skill
200375854,sloper,feature_tags
200376709,crux,feature_tags
200376709,dynamic,skill
200376709,jug,feature_tags
200376709,mantle,skill
200376709,sloper,feature_tags
200376709,traverse,feature_tags
200376709,tricky,other_tags
200419757,arete,feature_tags
200419757,crimp,feature_tags
200419757,jug,feature_tags
200419757,scary,other_tags
200419757,traverse,feature_tags
200441902,face,feature_tags
200441902,fun,good_tags
200441902,nice,good_tags
200441902,warm up,good_tags
200549391,arete,feature_tags
200549391,face,feature_tags
200549391,roof,feature_tags
200574289,crack,feature_tags
200574289,crimp,feature_tags
200574289,crux,feature_tags
200574289,jug,feature_tags
200574289,nice,good_tags
200574289,sloper,feature_tags
200586125,cool,good_tags
200586125,crack,feature_tags
200586125,crumbly,bad_tags
200586125,pocket,feature_tags
200586125,traverse,feature_tags
200596845,easier,good_tags
200596845,good,good_tags
200596845,mantle,skill
200608367,crack,feature_tags
200608367,good,good_tags
200608367,jug,feature_tags
200608367,nice,good_tags
200608383,crack,feature_tags
200608383,nice,good_tags
200608455,ledge,feature_tags
200608455,slab,feature_tags
200608455,thin,other_tags
200608508,careful,bad_tags
200608508,face,feature_tags
200608508,flake,feature_tags
200608508,jug,feature_tags
200608508,nice,good_tags
200608568,crimp,feature_tags
200608568,crux,feature_tags
200608568,good,good_tags
200608568,jam,skill
200608568,thin,other_tags
200608627,easy,good_tags
200608627,fun,good_tags
200608627,traverse,feature_tags
200613407,dyno,skill
200613407,good,good_tags
200613407,great,good_tags
200613407,smear,other_tags
200621835,crack,feature_tags
200621835,crux,feature_tags
200621835,jug,feature_tags
200621835,slab,feature_tags
200621947,crux,feature_tags
200621947,jug,feature_tags
200621947,mantle,skill
200621947,slab,feature_tags
200621979,crack,feature_tags
200621979,sloper,feature_tags
200622060,easier,good_tags
200622060,fun,good_tags
200622060,heel hook,skill
200622060,jug,feature_tags
200622060,mantle,skill
200622060,nice,good_tags
200622060,thin,other_tags
200622060,warm up,good_tags
200622420,bad,bad_tags
200622420,crux,feature_tags
200622420,jug,feature_tags
200622420,ledge,feature_tags
200622420,scary,other_tags
200628225,good,good_tags
200631377,best,good_tags
200631377,cool,good_tags
200631377,crack,feature_tags
200631377,face,feature_tags
200631377,ledge,feature_tags
200631377,slab,feature_tags
200631377,thin,other_tags
200631377,traverse,feature_tags
200634125,crack,feature_tags
200634125,crimp,feature_tags
200634125,mantle,skill
200634160,arete,feature_tags
200634160,balance,skill
200634160,crack,feature_tags
200634160,crimp,feature_tags
200634160,slab,feature_tags
200634160,thin,other_tags
200637868,traverse,feature_tags
200637900,arete,feature_tags
200637900,crimp,feature_tags
200637900,good,good_tags
200638114,slab,feature_tags
200660323,arete,feature_tags
200660323,cool,good_tags
200660323,nice,good_tags
200660323,pocket,feature_tags
200660432,crimp,feature_tags
200660432,dyno,skill
200660432,jug,feature_tags
200697556,arete,feature_tags
200697556,crimp,feature_tags
200697556,jug,feature_tags
200697556,sloper,feature_tags
200697556,thin,other_tags
200697682,crack,feature_tags
200697682,crimp,feature_tags
200697682,face,feature_tags
200697682,flake,feature_tags
200697682,jug,feature_tags
200697784,crimp,feature_tags
200697784,good,good_tags
200697784,jug,feature_tags
200698294,easy,good_tags
200698294,fun,good_tags
200698328,smear,other_tags
200699019,ledge,feature_tags
200699073,ledge,feature_tags
200699115,ledge,feature_tags
200699185,ledge,feature_tags
200699283,dirty,bad_tags
200699371,dirty,bad_tags
200703451,crack,feature_tags
200703451,dihedral,feature_tags
200703451,face,feature_tags
200703451,good,good_tags
200703451,ledge,feature_tags
200703451,roof,feature_tags
200703451,thin,other_tags
200703451,traverse,feature_tags
200703480,crack,feature_tags
200703480,face,feature_tags
200703480,roof,feature_tags
200703480,slab,feature_tags
200703480,traverse,feature_tags
200706032,crux,feature_tags
200706032,easier,good_tags
200706032,flake,feature_tags
200706032,run out,bad_tags
200706032,slab,feature_tags
200706097,crux,feature_tags
200706097,slab,feature_tags
200706127,crux,feature_tags
200706127,face,feature_tags
200706127,slab,feature_tags
200706127,thin,other_tags
200706228,crux,feature_tags
200706228,dihedral,feature_tags
200706228,slab,feature_tags
200733766,crimp,feature_tags
200733766,good,good_tags
200733766,jug,feature_tags
200733766,mantle,skill
200733766,traverse,feature_tags
200733766,tricky,other_tags
200733791,crimp,feature_tags
200733791,crux,feature_tags
200733791,easy,good_tags
200733791,jug,feature_tags
200733791,traverse,feature_tags
200749069,face,feature_tags
200749069,jug,feature_tags
200762267,face,feature_tags
200762267,traverse,feature_tags
200762351,arete,feature_tags
200762351,face,feature_tags
200762351,slab,feature_tags
200762417,arete,feature_tags
200762417,face,feature_tags
200762417,jug,feature_tags
200768049,arete,feature_tags
200768049,best,good_tags
200768049,crimp,feature_tags
200768049,crux,feature_tags
200768049,difficult,other_tags
200768049,dynamic,skill
200768049,easy,good_tags
200768049,good,good_tags
200768049,great,good_tags
200768049,jug,feature_tags
200768049,ledge,feature_tags
200768049,mantle,skill
200768049,nice,good_tags
200768049,smear,other_tags
200768049,thin,other_tags
200775996,crimp,feature_tags
200775996,face,feature_tags
200782982,arete,feature_tags
200782982,good,good_tags
200782982,jug,feature_tags
200782982,pocket,feature_tags
200782982,sloper,feature_tags
200782982,thin,other_tags
200783007,crimp,feature_tags
200783007,good,good_tags
200785026,face,feature_tags
200794252,crimp,feature_tags
200794252,dirty,bad_tags
200794252,jug,feature_tags
200794252,sloper,feature_tags
200794252,thin,other_tags
200795269,arete,feature_tags
200795269,dihedral,feature_tags
200796147,dyno,skill
200796147,easy,good_tags
200796147,jug,feature_tags
200820413,crux,feature_tags
200820413,easier,good_tags
200820413,smear,other_tags
200820413,tricky,other_tags
200827062,crack,feature_tags
200836346,difficult,other_tags
200836346,face,feature_tags
200836346,flake,feature_tags
200836346,slab,feature_tags
200877424,arete,feature_tags
200877424,balance,skill
200877424,careful,bad_tags
200877424,crack,feature_tags
200877424,crimp,feature_tags
200877424,jug,feature_tags
200877424,slab,feature_tags
200878917,arete,feature_tags
200878917,difficult,other_tags
200878917,easy,good_tags
200878917,jug,feature_tags
200878917,ledge,feature_tags
200878917,slab,feature_tags
200881443,bad,bad_tags
200881443,crack,feature_tags
200893267,crack,feature_tags
200893267,crimp,feature_tags
200893267,easy,good_tags
200893267,flake,feature_tags
200893267,roof,feature_tags
200893267,scary,other_tags
200893267,traverse,feature_tags
200893360,fun,good_tags
200893434,crimp,feature_tags
200893434,easier,good_tags
200893434,jug,feature_tags
200893434,pocket,feature_tags
200894132,good,good_tags
200894132,warm up,good_tags
200894189,classic,good_tags
200894189,good,good_tags
200894189,slab,feature_tags
200895134,cool,good_tags
200895134,crux,feature_tags
