state,state_id,route,location,url,avg_stars,route_type,rating,pitches,length,x,y,region_1,region_2,region_3,x_diff,y_diff,region_crag_id,crag
Illinois,105911816,Last Call,*Holy Boulders and Surrounding > Hagler Road > F. Farside Boulders > First Son Boulder,https://www.mountainproject.com/route/125590759/last-call,3.5,Boulder,V2,1,15,-89.40907,37.62401,*Holy Boulders and Surrounding,Hagler Road,F. Farside Boulders,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Finished,*Holy Boulders and Surrounding > Hagler Road > F. Farside Boulders > First Son Boulder,https://www.mountainproject.com/route/125590766/finished,2.5,Boulder,V2,1,12,-89.40907,37.62401,*Holy Boulders and Surrounding,Hagler Road,F. Farside Boulders,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Pennywort,*Holy Boulders and Surrounding > Hagler Road > F. Farside Boulders > Pennywort Boulder,https://www.mountainproject.com/route/125591133/pennywort,3,Boulder,V2,1,15,-89.40881,37.623779999999996,*Holy Boulders and Surrounding,Hagler Road,F. Farside Boulders,2.599999999972624e-4,-2.3000000000195087e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Curves,*Holy Boulders and Surrounding > Hagler Road > F. Farside Boulders > Pennywort Boulder,https://www.mountainproject.com/route/125591165/curves,3,Boulder,V2,1,8,-89.40881,37.623779999999996,*Holy Boulders and Surrounding,Hagler Road,F. Farside Boulders,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Gold Digger,*Holy Boulders and Surrounding > Hagler Road > F. Farside Boulders > Pennywort Boulder,https://www.mountainproject.com/route/125591220/gold-digger,2,Boulder,V2,1,8,-89.40881,37.623779999999996,*Holy Boulders and Surrounding,Hagler Road,F. Farside Boulders,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Nose Picker,*Holy Boulders and Surrounding > Hagler Road > F. Farside Boulders > Pennywort Boulder,https://www.mountainproject.com/route/125621724/nose-picker,2,Boulder,V2-3,1,7,-89.40881,37.623779999999996,*Holy Boulders and Surrounding,Hagler Road,F. Farside Boulders,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Tyler’s Arete,*Holy Boulders and Surrounding > Hagler Road > F. Farside Boulders > Slabs,https://www.mountainproject.com/route/125590557/tylers-arete,4,Boulder,V2,1,12,-89.40883,37.62406,*Holy Boulders and Surrounding,Hagler Road,F. Farside Boulders,-1.9999999992137418e-5,2.800000000036107e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Tubetown,*Holy Boulders and Surrounding > Holy Boulders > C: Brown Recluse and Cripps Cliffline,https://www.mountainproject.com/route/121810465/tubetown,4,Boulder,V2,1,30,-89.41149,37.61908,*Holy Boulders and Surrounding,Holy Boulders,C: Brown Recluse and Cripps Cliffline,-0.00266000000000588,-0.004980000000003315,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Abra,*Holy Boulders and Surrounding > Holy Boulders > E: Stand Up,https://www.mountainproject.com/route/117994171/abra,2.9,Boulder,V2,1,15,-89.41148,37.61837,*Holy Boulders and Surrounding,Holy Boulders,E: Stand Up,1.0000000003174137e-5,-7.0999999999799e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Better Dead than Inbreed,*Holy Boulders and Surrounding > Holy Boulders > E: Stand Up,https://www.mountainproject.com/route/125199692/better-dead-than-inbreed,4,Boulder,V2 R,1,25,-89.41148,37.61837,*Holy Boulders and Surrounding,Holy Boulders,E: Stand Up,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,The Order of Mirth,*Holy Boulders and Surrounding > Holy Boulders > H: Illuminati Boulders,https://www.mountainproject.com/route/112800723/the-order-of-mirth,2.5,Boulder,V1-2,1,18,-89.41109,37.61699,*Holy Boulders and Surrounding,Holy Boulders,H: Illuminati Boulders,3.8999999999589363e-4,-0.0013799999999974943,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Iron face 1,*Holy Boulders and Surrounding > Holy Boulders > I: Bubble Wrap Area,https://www.mountainproject.com/route/125199564/iron-face-1,2.4,Boulder,V1-2,1,18,-89.41305,37.61798,*Holy Boulders and Surrounding,Holy Boulders,I: Bubble Wrap Area,-0.001959999999996853,9.900000000016007e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Jug faces,*Holy Boulders and Surrounding > Holy Boulders > I: Bubble Wrap Area,https://www.mountainproject.com/route/125199617/jug-faces,2.5,Boulder,V1-2,1,15,-89.41305,37.61798,*Holy Boulders and Surrounding,Holy Boulders,I: Bubble Wrap Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Hourglass,*Holy Boulders and Surrounding > Holy Boulders > I: Bubble Wrap Area,https://www.mountainproject.com/route/112452274/hourglass,2.1,Boulder,V2,1,9,-89.41305,37.61798,*Holy Boulders and Surrounding,Holy Boulders,I: Bubble Wrap Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Pomona Animal Society,*Holy Boulders and Surrounding > Holy Boulders > I: Bubble Wrap Area,https://www.mountainproject.com/route/112396743/pomona-animal-society,2.8,Boulder,V2-3,1,10,-89.41305,37.61798,*Holy Boulders and Surrounding,Holy Boulders,I: Bubble Wrap Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Iron face 2,*Holy Boulders and Surrounding > Holy Boulders > I: Bubble Wrap Area,https://www.mountainproject.com/route/125199574/iron-face-2,2.5,Boulder,V2-3,1,18,-89.41305,37.61798,*Holy Boulders and Surrounding,Holy Boulders,I: Bubble Wrap Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Public Enemy,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/108412969/public-enemy,2.7,Boulder,V1-2,1,NA,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0.002240000000000464,-0.0017500000000012506,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Sad Tilly,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/119877808/sad-tilly,2.6,Boulder,V1-2,1,20,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Biggie Talls,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/125205141/biggie-talls,4,Boulder,V1-2 R,1,30,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Anthrax Arête,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/112460152/anthrax-arete,3.8,Boulder,V2 PG13,1,NA,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Vans Required,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/122529734/vans-required,3,Boulder,V2 R,1,20,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Ebola Dyno,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/125205128/ebola-dyno,3.3,Boulder,V2,1,15,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Face1,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/125217692/face1,2,Boulder,V2,1,10,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Face3,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/125217742/face3,2,Boulder,V2,1,10,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Terror Arête,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/125681675/terror-arete,4,Boulder,V2+ R,1,NA,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Built in AC,*Holy Boulders and Surrounding > Holy Boulders > K: Public Enemy Area,https://www.mountainproject.com/route/125722669/built-in-ac,3,Boulder,V2+,1,8,-89.41081,37.61623,*Holy Boulders and Surrounding,Holy Boulders,K: Public Enemy Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Pub Crawl,*Holy Boulders and Surrounding > Holy Boulders > L: The Bar Stool,https://www.mountainproject.com/route/111305543/pub-crawl,2.5,Boulder,V2-,1,10,-89.41086,37.61591,*Holy Boulders and Surrounding,Holy Boulders,L: The Bar Stool,-5.000000000165983e-5,-3.200000000020964e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Soap,*Holy Boulders and Surrounding > Holy Boulders > M: Tyler Durden Area,https://www.mountainproject.com/route/124838182/soap,2,Boulder,V1-2 PG13,1,25,-89.41121,37.61607,*Holy Boulders and Surrounding,Holy Boulders,M: Tyler Durden Area,-3.4999999999740794e-4,1.600000000010482e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Happy Accident Sit,*Holy Boulders and Surrounding > Holy Boulders > M: Tyler Durden Area,https://www.mountainproject.com/route/125094755/happy-accident-sit,2.3,Boulder,V1-2,1,15,-89.41121,37.61607,*Holy Boulders and Surrounding,Holy Boulders,M: Tyler Durden Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Robert Paulson,*Holy Boulders and Surrounding > Holy Boulders > M: Tyler Durden Area,https://www.mountainproject.com/route/108411106/robert-paulson,2.8,Boulder,V2,1,7,-89.41121,37.61607,*Holy Boulders and Surrounding,Holy Boulders,M: Tyler Durden Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Unnamed Narrator,*Holy Boulders and Surrounding > Holy Boulders > M: Tyler Durden Area,https://www.mountainproject.com/route/124838080/unnamed-narrator,2,Boulder,V2,1,20,-89.41121,37.61607,*Holy Boulders and Surrounding,Holy Boulders,M: Tyler Durden Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Lil' Shawty,*Holy Boulders and Surrounding > Holy Boulders > M: Tyler Durden Area,https://www.mountainproject.com/route/123217395/lil-shawty,2.3,Boulder,V2+,1,10,-89.41121,37.61607,*Holy Boulders and Surrounding,Holy Boulders,M: Tyler Durden Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,V2 (I),*Holy Boulders and Surrounding > Holy Boulders > N: Brown Cow Area,https://www.mountainproject.com/route/108408801/v2-i,2.6,Boulder,V2,1,10,-89.41119,37.61524,*Holy Boulders and Surrounding,Holy Boulders,N: Brown Cow Area,1.9999999992137418e-5,-8.300000000005525e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Between Two Ferns,*Holy Boulders and Surrounding > Holy Boulders > N: Brown Cow Area,https://www.mountainproject.com/route/108409003/between-two-ferns,2.2,Boulder,V2,1,NA,-89.41119,37.61524,*Holy Boulders and Surrounding,Holy Boulders,N: Brown Cow Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,"The Fisherman, right variation",*Holy Boulders and Surrounding > Holy Boulders > N: Brown Cow Area,https://www.mountainproject.com/route/111289375/the-fisherman-right-variation,2.5,Boulder,V2,1,NA,-89.41119,37.61524,*Holy Boulders and Surrounding,Holy Boulders,N: Brown Cow Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,"Feed Me, Seymore",*Holy Boulders and Surrounding > Holy Boulders > N: Brown Cow Area,https://www.mountainproject.com/route/108408989/feed-me-seymore,2.3,Boulder,V2-3,1,NA,-89.41119,37.61524,*Holy Boulders and Surrounding,Holy Boulders,N: Brown Cow Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Lowrider,*Holy Boulders and Surrounding > Holy Boulders > O: Mollusk Boulder,https://www.mountainproject.com/route/111289197/lowrider,2.5,Boulder,V2,1,NA,-89.41242,37.61563,*Holy Boulders and Surrounding,Holy Boulders,O: Mollusk Boulder,-0.0012299999999925149,3.9000000000299906e-4,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Lowrider Traverse,*Holy Boulders and Surrounding > Holy Boulders > O: Mollusk Boulder,https://www.mountainproject.com/route/111289228/lowrider-traverse,2.5,Boulder,V2,1,15,-89.41242,37.61563,*Holy Boulders and Surrounding,Holy Boulders,O: Mollusk Boulder,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,The Mollusk,*Holy Boulders and Surrounding > Holy Boulders > O: Mollusk Boulder,https://www.mountainproject.com/route/108312136/the-mollusk,3.6,Boulder,V2-3,1,10,-89.41242,37.61563,*Holy Boulders and Surrounding,Holy Boulders,O: Mollusk Boulder,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Boba Fett,*Holy Boulders and Surrounding > Holy Boulders > Q: Star Wars Boulder,https://www.mountainproject.com/route/113743084/boba-fett,2.6,Boulder,V2,1,NA,-89.41299,37.61689,*Holy Boulders and Surrounding,Holy Boulders,Q: Star Wars Boulder,-5.699999999961847e-4,0.0012599999999949318,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Infectious,*Holy Boulders and Surrounding > Holy Boulders > R: Bio-Terrorism Boulder,https://www.mountainproject.com/route/113791736/infectious,3,Boulder,V2,1,NA,-89.41456,37.61886,*Holy Boulders and Surrounding,Holy Boulders,R: Bio-Terrorism Boulder,-0.0015700000000009595,0.0019700000000000273,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Tinder Toes,*Holy Boulders and Surrounding > Holy Boulders > S: Worms Way,https://www.mountainproject.com/route/125199739/tinder-toes,2,Boulder,V1-2,1,10,-89.41039,37.61591,*Holy Boulders and Surrounding,Holy Boulders,S: Worms Way,0.004169999999987795,-0.002949999999998454,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Right arete,*Holy Boulders and Surrounding > Holy Boulders > S: Worms Way,https://www.mountainproject.com/route/125217659/right-arete,2,Boulder,V2,1,10,-89.41039,37.61591,*Holy Boulders and Surrounding,Holy Boulders,S: Worms Way,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,V2 Slab,*Holy Boulders and Surrounding > Holy Boulders > T: Shadow of a Man Area,https://www.mountainproject.com/route/111499247/v2-slab,2.8,Boulder,V2,1,15,-89.41048,37.61583,*Holy Boulders and Surrounding,Holy Boulders,T: Shadow of a Man Area,-9.000000000014552e-5,-7.999999999697138e-5,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Pants Off Dance Off,*Holy Boulders and Surrounding > Holy Boulders > T: Shadow of a Man Area,https://www.mountainproject.com/route/125246412/pants-off-dance-off,3,Boulder,V2,1,10,-89.41048,37.61583,*Holy Boulders and Surrounding,Holy Boulders,T: Shadow of a Man Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,Tennis Shoe Arete,*Holy Boulders and Surrounding > Holy Boulders > T: Shadow of a Man Area,https://www.mountainproject.com/route/108412958/tennis-shoe-arete,2.7,Boulder,V2+,1,NA,-89.41048,37.61583,*Holy Boulders and Surrounding,Holy Boulders,T: Shadow of a Man Area,0,0,0,Illinois > *Holy Boulders and Surrounding > 00
Illinois,105911816,911 Arete,*Holy Boulders and Surrounding > Holy Boulders > U: 911 Aretes,https://www.mountainproject.com/route/108587338/911-arete,2.3,Boulder,V2,1,8,-89.41024,37.61556,*Holy Boulders and Surrounding,Holy Boulders,U: 911 Aretes,2.40000000005125e-4,-2.7000000000043656e-4,0,Illinois > *Holy Boulders and Surrounding > 00
