route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Crank Up,Cornice > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109570426/crank-up,3.8,"Trad, TR",5.10,1,60,38.98804,-77.24726
Why Can't We Be Friends?,Alpha Wall > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108803923/why-cant-we-be-friends,4,Sport,5.10c,1,100,36.89936,-82.42035
Leading Should Feel This Way Alternate Finish,Talking Headwall > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/114578160/leading-should-feel-this-way-alternate-finish,3.5,Sport,5.10b,1,50,38.9466,-78.3022
The Eagle's Gift,Eagle's Gift > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/107850464/the-eagles-gift,4,"Trad, Sport",5.10a/b R,1,150,38.5515,-78.3106
Good Friday,Wall That Dreams Are Made Of > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/106498723/good-friday,3.7,Trad,5.10d,1,100,38.54915,-78.30623
Breaking A Sweat,Mid Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114332948/breaking-a-sweat,3.6,Trad,5.10d,1,50,37.28855,-82.30904
E.M.P.,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118821314/emp,3.8,Sport,5.10+,1,55,36.90348,-82.42151
M-80,Microdome > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109575378/m-80,3.7,"Trad, TR",5.10+,1,40,38.99472,-77.25121
Fear and Loathing,Self Potential Wall > Wintergreen > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/108952698/fear-and-loathing,2.9,"Trad, Sport",5.10c,1,40,37.90597,-78.93764
Strong Finish,Seclusion > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/110391416/strong-finish,3.4,TR,5.10a/b,1,55,38.98996,-77.24799
Dangerous Goodies,Big Shot Jr. > Mile 3 Routes > (3) Mile Three > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116512360/dangerous-goodies,4,Sport,5.10+,1,80,37.01073,-82.36108
Archer Right,Alpha Wall > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108770777/archer-right,4,Trad,5.10a,1,NA,36.89936,-82.42035
Poofs,Talking Headwall > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/106329596/poofs,2.9,Trad,5.10b,1,50,38.9466,-78.3022
Unlikely Promise,Reflector Oven > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/118254319/unlikely-promise,3.5,Trad,5.10c,1,70,38.55,-78.3089
Republicans and Politics,Reflector Oven > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/118273747/republicans-and-politics,3.5,Trad,5.10d,1,65,38.55,-78.3089
The Torch,Lower Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118135071/the-torch,3.8,Trad,5.10+,1,60,37.28629,-82.30648
Angry birds,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120176233/angry-birds,4,Sport,5.10+,1,80,36.90348,-82.42151
Shine On You Crazy Diamond,Mid Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114377767/shine-on-you-crazy-diamond,4,Trad,5.10d,1,60,37.28855,-82.30904
UMWA,Ben's Branch > Appalachia > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114196336/umwa,3.8,Sport,5.10+,1,75,36.90322,-82.75722
Caveman Arete,Mid Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114357828/caveman-arete,4,Trad,5.10,1,80,37.28855,-82.30904
Sissy Monkey,Monkey Wall > Flag Rock Routes > Flag Rock > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119815574/sissy-monkey,4,Sport,5.10c/d,1,50,36.92021,-82.62792
Tuning In,Big Shot Jr. > Mile 3 Routes > (3) Mile Three > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116513016/tuning-in,4,Trad,5.10-,1,60,37.01073,-82.36108
Angry Brids,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120176179/angry-brids,4,Sport,5.10+,1,80,36.90348,-82.42151
Flesh and Blood,Around The Block > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116192440/flesh-and-blood,4,Trad,5.10d,1,60,36.91254,-82.43338
Silver Scream,Downstream Climbs > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109579972/silver-scream,4,"Trad, TR",5.10-,1,50,38.98537,-77.24613
D.W.D. (Dirt Wall Direct),Boucher Rocks > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/110679141/dwd-dirt-wall-direct,4,"Trad, TR",5.10 PG13,1,50,38.96861,-77.183090000000007
Dirty Dancing,Boucher Rocks > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/110679260/dirty-dancing,4,"Trad, TR",5.10+,1,50,38.96861,-77.183090000000007
PorkChop Sandwhiches,Towers > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/113733392/porkchop-sandwhiches,3.2,Sport,5.10b,1,70,37.15917,-82.40307
Power And The Glory,The Rectory > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/111190470/power-and-the-glory,3.8,Sport,5.10b/c,1,65,36.89936,-82.42035
Space Walk,The Space Station > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118137129/space-walk,3.2,Sport,5.10-,1,40,37.28955,-82.30838
Cortez the Killer,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/112212701/cortez-the-killer,3.4,Sport,5.10-,1,80,38.9422,-78.3017
10 Minute Kevin,Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116749495/10-minute-kevin,3.5,Sport,5.10a,1,60,37.28329,-82.30227
Froopsy Daisy,Froopy Land Cliff > Froopy Land > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114501654/froopsy-daisy,2.9,Sport,5.10-,1,70,37.28989,-82.30833
Earn Your Stripes,Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116718747/earn-your-stripes,2.8,Sport,5.10a,1,50,37.28329,-82.30227
Tendinitis,A) Main Wall > Manchester Wall > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/107784716/tendinitis,3,"Trad, Sport, TR",5.10d R,1,55,37.5296,-77.4459
Duck Walk,Skyline Wall (PATC Wall) > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/110118849/duck-walk,3.7,Trad,5.10+,1,80,38.5517,-78.3115
Alchemy,Upper God's Area > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/107758716/alchemy,3.4,Trad,5.10b,1,45,38.5515,-78.3106
Root Canal,A) Main Wall > Manchester Wall > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/107784693/root-canal,2.6,Sport,5.10a,1,NA,37.5296,-77.4459
Tupelo Honey,Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119004729/tupelo-honey,3.2,Sport,5.10b,1,100,37.28329,-82.30227
Mind Games,"Fetish Wall > Iron Gate, VA > Shenandoah & NW VA Region > Virginia",https://www.mountainproject.com/route/107094185/mind-games,3.4,Sport,5.10a,1,NA,37.8109,-79.7985
Titania,Cow's Hoof > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/110507179/titania,3.2,"Trad, TR",5.10- PG13,1,35,38.9817,-77.243
The Journey Home,Desert Pony Buttress > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118134939/the-journey-home,3,Sport,5.10b,1,75,37.2873,-82.30922
Green with Envy,The Cracks > Wintergreen > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/109439818/green-with-envy,3,Trad,5.10a,1,50,37.90605,-78.9376
Snakes on a Plane,Desert Pony Buttress > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117796922/snakes-on-a-plane,3.3,Sport,5.10c,1,60,37.2873,-82.30922
Relic or Ruins,Ben's Branch > Appalachia > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/115322262/relic-or-ruins,3.5,Sport,5.10b,1,80,36.90322,-82.75722
Breaking Bud,Mid Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114332908/breaking-bud,3.6,Trad,5.10c,1,50,37.28855,-82.30904
Like a Hurricane,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/112212696/like-a-hurricane,3.6,Trad,5.10b,1,80,38.9422,-78.3017
Breakthrough,State Line 2nd Tier > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117669722/breakthrough,3.1,Sport,5.10b,1,80,37.12845,-82.41344
Mantlepiece,Juliet's Balcony: Upstream > Juliet's Balcony > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109356865/mantlepiece,3.3,TR,5.10d,1,60,38.99144,-77.24837
Unhappy Cracks,The Cracks > Wintergreen > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/108952491/unhappy-cracks,2.8,"Trad, TR",5.10a,1,50,37.90605,-78.9376
Top of the World,Cornice > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/119068870/top-of-the-world,3.5,TR,5.10+,1,60,38.98804,-77.24726
The Ragged Edge #2,The Patio > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/118544917/the-ragged-edge-2,3.7,Trad,5.10d X,1,115,38.5501,-78.30742
Adam Kopley Memorial Route,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/112212676/adam-kopley-memorial-route,3.4,Trad,5.10,1,80,38.9422,-78.3017
Pretty Poison,"Fetish Wall > Iron Gate, VA > Shenandoah & NW VA Region > Virginia",https://www.mountainproject.com/route/107131813/pretty-poison,3.5,"Trad, Sport",5.10- PG13,1,80,37.8109,-79.7985
Foops Junior,Canal Cut > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109570283/foops-junior,3.7,"Trad, TR",5.10-,1,30,38.9884,-77.24749
Old Growth,Lower Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118135699/old-growth,2.8,Sport,5.10-,1,80,37.28629,-82.30648
Cranko,Cornice > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109570434/cranko,3.1,"Trad, TR",5.10b/c,1,60,38.98804,-77.24726
Sickle Face,Seclusion > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/106951527/sickle-face,2.9,TR,5.10b/c,1,45,38.98996,-77.24799
Old School,Maury River Wall > Goshen Pass > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/107083548/old-school,3.3,"Trad, TR",5.10a,1,NA,37.94557,-79.45655
Rebel Yell,Rebel Wall > Mile 3 Routes > (3) Mile Three > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/111250450/rebel-yell,3.8,Sport,5.10-,1,80,36.87025,-82.24574
The Untamed,Briar Ledge > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/107764600/the-untamed,3.3,"Trad, Sport",5.10d,1,55,38.5515,-78.3106
It's the Feet,Cow's Hoof > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/110507167/its-the-feet,3.2,"Trad, TR",5.10- PG13,1,30,38.9817,-77.243
Business In The Front Party In The Back,Business Time Crag > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117630213/business-in-the-front-party-in-the-back,2.9,Sport,5.10b,1,60,37.29192,-82.30887
Upside Down,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118923696/upside-down,3.3,Sport,5.10,1,50,36.90348,-82.42151
Calzone,The Castle > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119066825/calzone,3.3,Sport,5.10,1,60,36.90348,-82.42152
First Blood,Cornice > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109594718/first-blood,3.2,"Trad, TR",5.10-,1,50,38.98804,-77.24726
Twin Blade,Dr. Needlepoint > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109591191/twin-blade,3.4,TR,5.10-,1,60,38.98652,-77.24668
M-1,Microdome > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109443909/m-1,3.4,TR,5.10c,1,40,38.99472,-77.25121
Anonymous Flake Direct,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/116240129/anonymous-flake-direct,3.1,Trad,5.10c/d,1,100,38.9422,-78.3017
Mosaic,Middle Sunset Wall > Sunset Walls > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/107514992/mosaic,3,Sport,5.10b,1,40,38.55304,-78.3178
Backscratch,Degree 101 > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109570605/backscratch,3,"Trad, TR",5.10-,1,50,38.9863,-77.24659
Anonymous Flake - Left Variation,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/115170895/anonymous-flake-left-variation,2.7,Trad,5.10a PG13,1,100,38.9422,-78.3017
A Bridge Too Far,Dr. Needlepoint > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/107509145/a-bridge-too-far,2.8,TR,5.10a,1,NA,38.98652,-77.24668
Dayum Jacky,Sandbox > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/118926269/dayum-jacky,3.3,TR,5.10,1,35,38.99353,-77.24948
Froop Chute,Froopy Land Pillar > Froopy Land > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119004789/froop-chute,2.8,Sport,5.10,1,55,37.2901,-82.30864
Java Crazy,Lower Ridge Trail Slabs > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/110197902/java-crazy,3,Trad,5.10- PG13,2,150,38.5535,-78.3047
Proctologist,A) Main Wall > Manchester Wall > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/107784711/proctologist,2.9,"Trad, Sport",5.10a,1,NA,37.5296,-77.4459
El Pescado,Mossy Wall > Blue Ridge Rail Way Trail > Amherst County > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/118563409/el-pescado,2.8,Sport,5.10c,1,40,37.70002,-78.99662
Pythagoras Was Not a Climber,Aid Box > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/121264712/pythagoras-was-not-a-climber,3,TR,5.10c,1,40,38.98854,-77.24734
Tunnel Hill,The Train Station > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118752384/tunnel-hill,3,Sport,5.10a,1,50,36.92135,-82.44924
Slick Willie,Cigar Box > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109612271/slick-willie,3,TR,5.10+,1,35,38.99299,-77.24916
Mamaw's Route,The Rectory > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108803912/mamaws-route,3,Sport,5.10a,1,80,36.89936,-82.42035
How Do You Spell Breaks,State Line 2nd Tier > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/111794318/how-do-you-spell-breaks,2.9,Sport,5.10b,1,65,37.12845,-82.41344
Skol!,Towers > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114006403/skol,2.9,Sport,5.10b,1,50,37.15917,-82.40307
Hemlock,Cow's Hoof > Great Falls > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/109108250/hemlock,2.8,"Trad, TR",5.10+,1,35,38.9817,-77.243
Lost Friend,A) Main Wall > Manchester Wall > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/107787228/lost-friend,2.7,Sport,5.10a,1,NA,37.5296,-77.4459
Phil's Solo,Lower Sunset Wall > Sunset Walls > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/108850127/phils-solo,2.5,Trad,5.10a,1,35,38.55309,-78.31809
Tourniquet,Reflector Oven > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/112357336/tourniquet,3,Trad,5.10d R,1,100,38.55,-78.3089
Introspection,Whale's Lip > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120689544/introspection,3.2,"Trad, TR",5.10c R,1,110,38.5515,-78.3106
Gutterballs,Gutterballs Crag > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/119069283/gutterballs,2.7,Trad,5.10a,1,115,38.5515,-78.31058
New Era,State Line Overlook > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/113988075/new-era,3,Sport,5.10b,1,60,37.29291,-82.30885
Anglers Arete,Browns Island > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/111620904/anglers-arete,3,Sport,5.10a,1,60,37.53372,-77.44224
Right Side Up,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118923600/right-side-up,3,Sport,5.10a,1,50,36.90348,-82.42151
Hey Sigh Sanctuary,Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118126785/hey-sigh-sanctuary,3,Trad,5.10c,1,60,37.28329,-82.30227
Sewing Machine,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118807663/sewing-machine,3,Trad,5.10b,1,50,36.90348,-82.42151
The Carpenter,Trade Wall > Lower Lightside Routes > Lower Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117378193/the-carpenter,3,Sport,5.10a/b,1,45,36.89937,-82.41859
Love Letters from the Devil,Postal Crag > Lower Lightside Routes > Lower Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117378112/love-letters-from-the-devil,3,Sport,5.10+,1,40,36.89937,-82.41859
Copper Head resolution,Tunnel Turret Wall > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120141266/copper-head-resolution,3,Sport,5.10+,1,60,36.90348,-82.42151
Ain't Easy Being Green,Jeopardy Wall > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119008155/aint-easy-being-green,3,Sport,5.10a,1,NA,37.28355,-82.29842
Dark knight,The Castle > Mile 1 Routes > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119107031/dark-knight,3,Sport,5.10,1,50,36.90348,-82.42152
Thriller on the Pillar,Browns Island > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/111620844/thriller-on-the-pillar,3,Sport,5.10c,1,60,37.53372,-77.44224
Hesitation Station,Jeopardy Wall > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119008134/hesitation-station,3,Sport,5.10b,1,75,37.28355,-82.29842
Pissappointed,Clinchfield Crag > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119406016/pissappointed,3,Trad,5.10c,1,55,37.2891,-82.30873
Polish a Gem,Jeopardy Wall > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119094050/polish-a-gem,3,Sport,5.10c,1,60,37.28355,-82.29842
Naked and Ashamed,The Rectory > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/111151793/naked-and-ashamed,2.7,Sport,5.10a/b,1,65,36.89936,-82.42035
Ice Dreams,2nd (Main) Trestle > The Trestles > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/106958525/ice-dreams,3,Sport,5.10a,1,50,37.3559,-79.4164
The Wells Run Deep,The Sanctuary > Lower Reservoir > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/109554126/the-wells-run-deep,3,Sport,5.10-,1,60,36.9193,-82.6269
Niederman,Upper Tier > Roanoke River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/106595455/niederman,3,Sport,5.10c,1,85,37.2512,-79.8639
Dapple,Lower Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118157165/dapple,2.3,Sport,5.10b,1,60,37.28629,-82.30648
Burning Bush,Ginger Wall > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114319462/burning-bush,2.6,Sport,5.10b,1,45,37.28702,-82.30551
Physics and Politics,Reflector Oven > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/118267538/physics-and-politics,3,Trad,5.10b,1,65,38.55,-78.3089
Make it Rain,Lower Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/122260641/make-it-rain,2.8,Sport,5.10a/b,1,80,37.28629,-82.30648
Old Rag Revivalists,Reflector Oven > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/123077066/old-rag-revivalists,3,Trad,5.10b R,1,85,38.55,-78.3089
Traverse the Cresent,Washington Wall > Crescent Rocks > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/114779616/traverse-the-cresent,3,"Trad, TR",5.10+,1,70,39.13925,-77.83794
Achy Breaky Start,State Line 2nd Tier > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/111794328/achy-breaky-start,3,Sport,5.10a,1,60,37.12845,-82.41344
