route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Blue Jet,Olympus Boulder > Picnic Area Boulders > Picnic Area > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/106536630/blue-jet,2.4,Boulder,V2-3,1,11,36.62727,-81.48103
Cherokee Dihedral,Rock House Boulder > Picnic Area Boulders > Picnic Area > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/106771841/cherokee-dihedral,2.7,Boulder,V1,1,15,36.62523,-81.48157
Moonlight Sonata,Moonlight Left > Moonlight > Moonlight > Listening Rock Trail > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107612757/moonlight-sonata,4,Boulder,V3,1,20,36.6122,-81.4912
Far Cry,Far Cry Boulder > Left Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/121247232/far-cry,4,Boulder,V3,1,10,36.91727,-82.64656
Perfect Day,Lost World Boulder > Right Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120536726/perfect-day,4,Boulder,V2,1,10,36.91775,-82.64658
Derek Zoolander's Problem for Kids Who Can't Climb Good and Wanna Learn to Do Other Stuff Good Too,Zoolander Boulder > Samurai Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/109896485/derek-zoolanders-problem-for-kids-who-cant-climb-good-and-wanna-learn-to-do-othe,4,Boulder,V0,1,13,36.90032,-82.41947
Copperhead,Contact Boulder > Contact Station Boulders > Contact Station Area > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/106761764/copperhead,2.5,Boulder,V3,1,10,36.6122,-81.47912
Spider Hug,The Shell > Fire Road > Bouldering > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120930974/spider-hug,4,Boulder,V2-3,1,12,38.54667,-78.34019
Chicken of the Sea,Chicken Breast Boulder > The Beach > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118988003/chicken-of-the-sea,3.4,Boulder,V3,1,NA,37.31345,-80.79462
Marshmellow,Center Highball Wall > Spring Ridge Highball Wall > Spring Ridge > Upchurch Area > Picnic Area > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117061220/marshmellow,4,Boulder,V1,1,25,36.61486,-81.49149
Soot Sprite,White Rock Roof > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119478832/soot-sprite,3.8,Boulder,V3,1,12,37.40084,-80.65744
Wapow,Teahupo'o Boulder > The Beach > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118987790/wapow,4,Boulder,V3-4,1,NA,37.31501,-80.79362
Permission to Pass,Lab Slab Boulder > Labyrinth > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/121072966/permission-to-pass,4,Boulder,V3 R,1,25,36.91245,-82.63035
Prefect 42,Magrathea Boulder > Waterfall Area > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118988930/prefect-42,4,Boulder,V3,1,NA,37.30277,-80.79409
M.[c]v0-v11,Wo Boulder > Nnelg > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118989166/mcv0-v11,4,Boulder,V3,1,12,37.3101,-80.79723
.The Treat,Pentagon Boulder > Casablanca Boulders > Casablanca Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/115420205/the-treat,4,Boulder,V3,1,18,36.90657,-82.41947
Main Bench,Main Bench Boulder > Bench Boulders > Casablanca Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117833057/main-bench,4,Boulder,V1,1,11,36.90239,-82.41947
Sandwich Arete,Sandwich Arete > Labyrinth > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120679442/sandwich-arete,4,Boulder,V1,1,13,36.9097,-82.63019
Pegasus,Pegasus Boulder > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/113886513/pegasus,4,Boulder,V1,1,16,36.89935,-82.41877
Holy Moly,Holy Moly Boulder > Labyrinth > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108294457/holy-moly,4,Boulder,V3,1,18,36.9097,-82.6302
Panic Slab Direct,Panic Wall > 5. Central > Listening Rock Trail > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/109033147/panic-slab-direct,4,Boulder,V0 PG13,1,20,36.62279,-81.50167
Six Feet Under,Funeral Boulder > Funeral Area > Mile 1 Boulders > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108650632/six-feet-under,3.8,Boulder,V3-4,1,13,36.90073,-82.42119
Diamonds In The Sky,White Dwarf Boulder > Labyrinth > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/109353649/diamonds-in-the-sky,4,Boulder,V3 PG13,1,23,36.9097,-82.6302
Royal Jelly,Hive Boulder > 1. Overlook Area > Listening Rock Trail > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107350551/royal-jelly,2.7,Boulder,V3,1,15,36.62238,-81.50243
Johnson Burger,Talking Headwall > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/122479081/johnson-burger,3.3,Boulder,V1 PG13,1,20,38.9466,-78.3022
Shark Arete,Shark Boulder > The Buttermilks > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/109851163/shark-arete,2.9,Boulder,V3,1,10,37.52419,-77.47446
All Things Considered,Sunset Boulder > Sunset Area > Highlands > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107623934/all-things-considered,3.7,Boulder,V3,1,25,36.6431,-81.50239
Hole in the Wall,Hole In The Wall Boulder > Otter Boulders > Casablanca Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/115419997/hole-in-the-wall,4,Boulder,V1,1,12,36.90239,-82.42728
King of the Hill,Photo Boulder > Rockville > Fire Road > Bouldering > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/118675861/king-of-the-hill,4,Boulder,V-easy,1,10,38.54667,-78.34019
Blowtorch Arete,Approach Boulders > Wintergreen > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/117960407/blowtorch-arete,4,Boulder,V2,1,20,37.90645,-78.93721
Slab 1,The Shell > Fire Road > Bouldering > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120930968/slab-1,3,Boulder,V0-1,1,16,38.54667,-78.34019
Alley Ascent,The Alley > Conway Robinson Memorial State Forest > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/119794192/alley-ascent,4,Boulder,V0,1,12,38.80866,-77.5864
Basement Arete,Mushroom Area (Ridgeline) > Ridgeline > The Forest > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/121824432/basement-arete,3.5,Boulder,V1,1,NA,37.89618,-79.04509
The Big Squeeze,Chambers Ridge > Goshen Pass > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/114208855/the-big-squeeze,3,Boulder,V3 PG13,1,15,37.94267,-79.45147
Room with a View,The Fortress > Stones > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116650411/room-with-a-view,4,Boulder,V1,1,20,37.45483,-79.61864
X Marks the Spotter,Boulder X > Upper Deck > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116249094/x-marks-the-spotter,4,Boulder,V1,1,14,37.45778,-79.61794
Catapult,Intruder Boulder > Sunset Sonata Boulders > NellysFord > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/122083491/catapult,4,Boulder,V1,1,NA,37.91919,-78.89997
Knifey Spoony,Sawblade Boulder > Reid Hollow Road > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/119651328/knifey-spoony,3,Boulder,V3,1,15,37.72966,-79.31087
Squad Car,Police Boulder > Around The Bend (Jasper) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118769964/squad-car,4,Boulder,V0,1,15,36.91842,-82.64317
Maui Wowie,Island Boulder > Moonstone Area > Mile 1 Boulders > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119615157/maui-wowie,4,Boulder,V3,1,12,36.90072,-82.42117
X Gonna Give It to Ya!,Boulder X > Upper Deck > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116510432/x-gonna-give-it-to-ya,4,Boulder,V2,1,16,37.45778,-79.61794
Calling My Spirit,Mausoleum Boulder > Upper Lightside Bouldering > Upper Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116566480/calling-my-spirit,4,Boulder,V3,1,16,36.89939,-82.41867
Thunder Weredragon,Mausoleum Boulder > Upper Lightside Bouldering > Upper Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116715882/thunder-weredragon,4,Boulder,V1,1,10,36.89939,-82.41867
Castle Black,Estate Boulder > Moonstone Area > Mile 1 Boulders > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119862098/castle-black,4,Boulder,V1,1,16,36.90072,-82.42117
Mowgli Arete,Jungle Block > Center Lightside Bouldering > Center Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116139279/mowgli-arete,4,Boulder,V1-2,1,10,36.89937,-82.4186
Thunderbolt Arete,Thunderbolt Boulder > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/115572330/thunderbolt-arete,4,Boulder,V3,1,13,36.89955,-82.41887
The Dawn Crawl,Spectrum Boulder > Lower Lightside Bouldering > Lower Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116643447/the-dawn-crawl,4,Boulder,V2,1,12,36.89937,-82.41859
Knuckles to Knuckles,Knuckles Boulder > Ridge Boulders > Bearpen Boulders > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119074933/knuckles-to-knuckles,4,Boulder,V2,1,20,36.62156,-81.5111
Rigamortis,Catacomb Boulder > Lost world > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119047179/rigamortis,4,Boulder,V2,1,25,37.30308,-80.79896
SandStoneSmellz,Millie Creek Boulder > Butternut Hill > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118988320/sandstonesmellz,3.5,Boulder,V3,1,NA,37.30823,-80.79193
Bad Fish,Bad Boulder > Bad Boulders > Jay's Mountain > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120022934/bad-fish,4,Boulder,V3,1,13,36.89933,-82.41876
Echoes in Eternity,Elsyium Boulder > The Underworld > Inner Circle > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116352368/echoes-in-eternity,4,Boulder,V2,1,20,37.45538,-79.61943
Mr. Stripey,Long Wall > Hemlock Grove > Bearpen Boulders > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120841448/mr-stripey,4,Boulder,V3,1,13,36.62156,-81.5111
Stunt Pumpkin,Chomper Boulder > Briar Patch Boulders > Bearpen Boulders > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117120685/stunt-pumpkin,4,Boulder,V1,1,15,36.62156,-81.51111
.The Talisman,Charm Boulder > Casablanca Boulders > Casablanca Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117895747/the-talisman,4,Boulder,V2,1,16,36.91079,-82.43258
Fantastic Voyage,Pirate Ship > Boulder Garden > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117833605/fantastic-voyage,4,Boulder,V2,1,30,36.9003,-82.41946
Chomper,Chomper Boulder > Briar Patch Boulders > Bearpen Boulders > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117120630/chomper,4,Boulder,V2,1,13,36.62156,-81.51111
Bury My Bones,Bones Boulder > Moonstone Area > Mile 1 Boulders > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119615118/bury-my-bones,4,Boulder,V2-3,1,10,36.90072,-82.42117
Hell is for Heroes,Erebus Boulder > The Underworld > Inner Circle > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116354411/hell-is-for-heroes,4,Boulder,V3,1,NA,37.45538,-79.61943
The Bear Necessities,Jungle Block > Center Lightside Bouldering > Center Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116139308/the-bear-necessities,4,Boulder,V3-4,1,NA,36.89937,-82.4186
Legend Line,Legend Boulder > Legend Boulders > Scales Area Bouldering > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120441055/legend-line,4,Boulder,V2,1,13,36.61219,-81.49117
When In Drought,Drought Boulder > Boulder Garden > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117833382/when-in-drought,4,Boulder,V2,1,18,36.9003,-82.41947
Mausoleum,Mausoleum Boulder > Upper Lightside Bouldering > Upper Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/115180226/mausoleum,4,Boulder,V1,1,18,36.89939,-82.41867
Stegosaurus,Stegosaurus Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118722198/stegosaurus,4,Boulder,V1,1,15,36.91842,-82.64318
Top Gun Arete,Top Gun > Top Gun Area > Cliff Mountain Boulders > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/117728548/top-gun-arete,4,Boulder,V3,1,11,36.78794,-82.7874
Clear & Present Danger,Hemlock Boulder > Hemlock Grove > Bearpen Boulders > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120841028/clear-present-danger,4,Boulder,V0-1,1,20,36.62156,-81.51111
Bagheera,Boss Boulder > Lost world > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119047068/bagheera,3.5,Boulder,V3,1,NA,37.30308,-80.79896
Cashmere,Session Boulder > Lower Lightside Bouldering > Lower Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116643722/cashmere,4,Boulder,V1-2,1,11,36.89937,-82.4186
Sabotage Crack,Shotgun Boulder > Upper Lightside Bouldering > Upper Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120537202/sabotage-crack,4,Boulder,V3,1,20,36.89939,-82.41864
Falling Water,Falling Water Slab > Flowstones > Bearpen Boulders > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120980327/falling-water,4,Boulder,V0-1,1,12,36.62156,-81.51111
Remain Calm,Police Boulder > Around The Bend (Jasper) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118752795/remain-calm,4,Boulder,V1,1,35,36.91842,-82.64317
Jack Be Nimble,Chestnut Boulder > Stock Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119775649/jack-be-nimble,4,Boulder,V1,1,18,36.85592,-82.86416
Macadamia,Chestnut Boulder > Stock Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119775311/macadamia,4,Boulder,V3,1,12,36.85592,-82.86416
Blaster Zone,Steel Boulder > Right Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120536544/blaster-zone,4,Boulder,V3,1,12,36.91727,-82.64656
Chooby Slab,Chooby Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118723185/chooby-slab,4,Boulder,V0 PG13,1,17,36.91842,-82.64318
Star Fox,Infinity Boulder > Lower Lightside Bouldering > Lower Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/122082947/star-fox,4,Boulder,V3,1,18,36.89937,-82.4186
Dumbo,Dumbo Boulder > Center Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120285065/dumbo,4,Boulder,V3,1,12,36.90666,-82.31441
Jasper Plates,Jasper Boulder > Around The Bend (Jasper) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118752711/jasper-plates,4,Boulder,V2,1,13,36.91842,-82.64317
.The Standard,Standard Boulder > Sharp Block (Standards) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118806115/the-standard,4,Boulder,V2,1,13,36.91842,-82.64316
Aquaphor,Nnelg Boulder > Nnelg > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118989121/aquaphor,3,Boulder,V2,1,NA,37.31013,-80.79722
Ironside,Ironside Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118723265/ironside,4,Boulder,V0,1,11,36.91842,-82.64318
Skillet,Skillet Boulder > Around The Bend (Jasper) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118752142/skillet,4,Boulder,V0,1,12,36.91842,-82.64317
Good Company,Company Boulder > Around The Bend (Jasper) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118770090/good-company,4,Boulder,V1,1,13,36.91842,-82.64316
Runestone,Viking Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118770137/runestone,4,Boulder,V2,1,16,36.91842,-82.64315
Borrowed Time,Vanishing Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118732125/borrowed-time,4,Boulder,V1 R,1,30,36.91842,-82.64318
Self Esteem,Esteem Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118770179/self-esteem,4,Boulder,V2,1,12,36.91842,-82.64318
Highest Esteem,Esteem Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118770194/highest-esteem,4,Boulder,V3,1,12,36.91842,-82.64318
Powell River Prow,Callahan Boulder > Powell River Trail > Appalachia > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114026633/powell-river-prow,4,Boulder,V3,1,15,36.90306,-82.78159
Young & The Restless,List Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118723149/young-the-restless,4,Boulder,V1-2,1,13,36.91842,-82.64318
Days of Our Lives,List Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118723142/days-of-our-lives,4,Boulder,V2,1,15,36.91842,-82.64318
Mission Trip,Missionary Boulder > Right Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120537024/mission-trip,4,Boulder,V3,1,15,36.91727,-82.64656
Pioneer,Pioneer Wall > Philly Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120376522/pioneer,4,Boulder,V3,1,13,36.85826,-82.90422
Orphism,Gallery Boulder > Center Lightside Bouldering > Center Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/114144579/orphism,4,Boulder,V3,1,15,36.89937,-82.4186
Folsom Prison,Big Rig Boulder > Wild Wood > Haw Orchard > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108080013/folsom-prison,4,Boulder,V3 PG13,1,20,36.6185,-81.48122
Southern Fist,Samurai Boulder > Samurai Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/112284252/southern-fist,4,Boulder,V3 PG13,1,25,36.90032,-82.41947
Trashstar Crazy,D99999 > Thoroughfare Gap Boulders > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/122585269/trashstar-crazy,4,Boulder,V2 PG13,1,13,38.82315,-77.71065
Big Boy,Big Boulder > Rapids Boulders > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/112304302/big-boy,4,Boulder,V1,1,18,36.90032,-82.41947
Mr. Fantastic,Hero Wall > (2) Drop Area (Horseshoe Area) > Atkins Bouldering > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/106980153/mr-fantastic,4,Boulder,V3,1,NA,36.911,-81.45
Saffron,Spice Boulder > Mile 3 Boulders > (3) Mile Three > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/112265852/saffron,4,Boulder,V2,1,20,36.9069,-82.41964
Lonesome Dove,Lonesome Boulder > Labyrinth > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/112145158/lonesome-dove,3,Boulder,V0+ X,1,35,36.90957,-82.63003
Sarene Arete,Humble Pie Boulder > Fantasia Boulders > Casablanca Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/109926049/sarene-arete,4,Boulder,V2,1,12,36.37206,-81.88869
Little Bird,Blackbird Boulder > Stock Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/122971699/little-bird,4,Boulder,V2,1,15,36.85592,-82.86416
Champagne Reality,Champagne Boulder > Samurai Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/109909992/champagne-reality,4,Boulder,V3-4,1,13,36.90032,-82.41947
Way of the Samurai,Samurai Boulder > Samurai Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108748136/way-of-the-samurai,4,Boulder,V2,1,25,36.90032,-82.41947
Pappaw's Bones,Origins Boulder > Labyrinth > HKL East > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108730208/pappaws-bones,4,Boulder,V2-3,1,20,36.90524,-82.63237
