route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Rolls Royce,Rolls Royce Boulder > Lower Lightside Bouldering > Lower Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116669338/rolls-royce,4,Boulder,V5+,1,16,36.89937,-82.4186
Wapow,Teahupo'o Boulder > The Beach > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118987790/wapow,4,Boulder,V3-4,1,NA,37.31501,-80.79362
Tip of the Spear,.The Arena > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118706466/tip-of-the-spear,4,Boulder,V6,1,16,36.90633,-82.31444
Holy Roller,Prayer Boulder > Samurai Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116978277/holy-roller,4,Boulder,V5,1,20,36.89963,-82.42016
Slippery When Wet,Nnelg Boulder > Nnelg > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118989100/slippery-when-wet,4,Boulder,V5,1,NA,37.31013,-80.79722
Dead to Rites,Dead Boulder > Left Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/121283158/dead-to-rites,4,Boulder,V8,1,11,36.91727,-82.64656
Distant Lands,Far Cry Boulder > Left Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/121283262/distant-lands,4,Boulder,V5,1,10,36.91727,-82.64656
Fang,Shark Fin Boulder > Center Lightside Bouldering > Center Lightside > Lightside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/115327395/fang,4,Boulder,V5,1,14,36.89937,-82.41859
Newtonmander,Newtonmander Boulder > Butternut Hill > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118988229/newtonmander,4,Boulder,V4-,1,NA,37.31106,-80.79157
O' Be Joyful,Joyful Boulder > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/113897627/o-be-joyful,4,Boulder,V4 R,1,25,36.89935,-82.41877
El Horrendo,Horrendo Boulder > Right Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120536976/el-horrendo,4,Boulder,V5,1,12,36.91727,-82.64657
El Sulley,Horrendo Boulder > Right Blasters > Blaster Blocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120536811/el-sulley,4,Boulder,V4,1,11,36.91727,-82.64657
Valiant Steed,Pegasus Boulder > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/113897411/valiant-steed,4,Boulder,V4,1,13,36.89935,-82.41877
Event Horizon,Horizon Boulder > Horizon Area > Highlands > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107548638/event-horizon,3.8,Boulder,V8,1,NA,36.6409,-81.50552
Bronco,Pegasus Boulder > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/113897323/bronco,4,Boulder,V4,1,16,36.89935,-82.41877
Millenium Falcon,Galaxy Boulder > Tunnel Area > Mile 1 Boulders > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/111332337/millenium-falcon,4,Boulder,V8,1,30,36.90073,-82.42119
Invisible Sun,Sun Boulder > Stones > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107422300/invisible-sun,4,Boulder,V7,1,9,37.46555,-79.60949
Six Feet Under,Funeral Boulder > Funeral Area > Mile 1 Boulders > (1) Mile One > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/108650632/six-feet-under,3.8,Boulder,V3-4,1,13,36.90073,-82.42119
Prodigal Son,Seventh Son Boulder > Egg Basket > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107438232/prodigal-son,4,Boulder,V4-5,1,12,37.44974,-79.61754
The Final Straw,Tipping Block > Stones > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107438265/the-final-straw,4,Boulder,V6-7,1,15,37.45317,-79.61745
Lattick,Geriatric Boulder > Stones > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107422042/lattick,4,Boulder,V7,1,17,37.45621,-79.62003
Bouldergasm,Bouldergasm > Stones > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107421978/bouldergasm,4,Boulder,V5,1,18,37.46555,-79.60949
Nargle Face,Greenstonia (Ridgeline) > Ridgeline > The Forest > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/123236126/nargle-face,4,Boulder,V7,1,NA,37.89163,-79.04691
Angular Discord,Springfield Bouldering (Hooes Rd) > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/121778502/angular-discord,3,Boulder,V7-,1,20,38.7615,-77.2077
Fade Away,Pony Pasture > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/118200525/fade-away,3.8,Boulder,V6,1,12,37.55167,-77.52207
Running With Scissors,Alum Springs > DC & Northern VA Region > Virginia,https://www.mountainproject.com/route/114200687/running-with-scissors,4,Boulder,V7,1,NA,38.288,-77.4835
New Kids On The Block,The Juicebox Boulder > The Buttermilks > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/122103115/new-kids-on-the-block,2.3,Boulder,V5,1,18,37.52969,-77.48441
King Cobra,Mustang Boulder > Rock Point Overlook > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/120234971/king-cobra,3.8,Boulder,V10,1,12,37.93755,-78.94933
Slope Surfer Direct,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120535330/slope-surfer-direct,3,Boulder,V4,1,10,38.9422,-78.3017
Gypsy Woman,Hollow Point Boulder > The Buttermilks > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/120166615/gypsy-woman,3,Boulder,V6-,1,12,37.52971,-77.4865
Slope Surfer,Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120535401/slope-surfer,3.5,Boulder,V7,1,15,38.9422,-78.3017
Super Duper Snake,Mustang Boulder > Rock Point Overlook > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/122151649/super-duper-snake,4,Boulder,V10,1,12,37.93755,-78.94933
BlueRidge Beauty (BRB) Sit,12.2 Boulder > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/119967709/blueridge-beauty-brb-sit,4,Boulder,V10 PG13,1,25,37.91905,-78.96852
Cat scratch fever,Cat scratch overhang > Bear cave area > Bouldering > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/112492254/cat-scratch-fever,3.5,Boulder,V4,1,NA,38.55137,-78.30283
Project,The Other Side > Crescent Boulders > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120947109/project,4,Boulder,V11-12,1,10,39.13639,-77.84273
I've Got Time,Incredibles Boulder > Rock Point Overlook > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/120238903/ive-got-time,3.3,Boulder,V8,1,8,37.93754,-78.94932
Take it to the Rack,Mushroom Area (Ridgeline) > Ridgeline > The Forest > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/121824447/take-it-to-the-rack,3.3,Boulder,V9,1,NA,37.89618,-79.04509
Cat scratch hemorrhagic fever,Cat scratch overhang > Bear cave area > Bouldering > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/114009840/cat-scratch-hemorrhagic-fever,4,Boulder,V6,1,10,38.55137,-78.30283
Catbird Seat,Greenstonia (Ridgeline) > Ridgeline > The Forest > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/120395028/catbird-seat,4,Boulder,V6,1,12,37.89163,-79.04691
Choss Blocker,End of the Line Area > Crescent Boulders > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120510005/choss-blocker,4,Boulder,V6,1,10,39.13733,-77.84383
Hot and Bothered,Fort Windham Rocks > North District > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/117136401/hot-and-bothered,3,Boulder,V4-5,1,12,38.82394,-78.17043
50 Cent SDS,Big Brother > Lewis Larus Park > Richmond Vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/116373662/50-cent-sds,2.5,Boulder,V7,1,15,37.54659,-77.56279
Buckingham Green,Buckingham Boulder > Little Bishop Boulders > Central District > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/117365126/buckingham-green,4,Boulder,V6,1,15,38.58573,-78.36786
Resolution,New Year's Boulder > Afton Mountain Bouldering > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/110385707/resolution,4,Boulder,V7,1,16,38.0451,-78.84534
",The Passage",Passage Boulder > Center Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120022817/the-passage,4,Boulder,V10,1,30,36.90948,-82.45516
Piddle Paddle,Aqua Boulder (Ridgeline) > Ridgeline > The Forest > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/120433853/piddle-paddle,3.7,Boulder,V6,1,9,37.90618,-79.03509
Full Gamut,Boulder 5 > NellysFord > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/121977233/full-gamut,4,Boulder,V8,1,NA,37.92119,-78.90082
Dunkaroos,Mushroom Area (Ridgeline) > Ridgeline > The Forest > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/121824452/dunkaroos,3.3,Boulder,V7,1,NA,37.89618,-79.04509
Hellbent,Glacier Boulder > Rockville > Fire Road > Bouldering > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/118675921/hellbent,4,Boulder,V6-7,1,10,38.54667,-78.34019
"6'-4"" Arete",Highball Boulders > McAfee's Knob > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107084303/6-4-arete,3.9,Boulder,V6,1,10,37.38747,-80.07134
Rhomboidal Renaissance,The Pit > Devil's Marbleyard > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/121304634/rhomboidal-renaissance,3,Boulder,V6,1,NA,37.58177,-79.47146
Teenage Wasteland,Mushroom Area (Ridgeline) > Ridgeline > The Forest > Blue Ridge Parkway > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/121824429/teenage-wasteland,3,Boulder,V4,1,NA,37.89618,-79.04509
Unplanned Parenthood,Hells Belly Boulders > Wintergreen > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/118160219/unplanned-parenthood,2.5,Boulder,V5,1,18,37.90548,-78.93689
Baba Yaga,Speed Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120617790/baba-yaga,4,Boulder,V11,1,18,36.91842,-82.64318
Toe the Rubber,Perspective Boulder > Bear cave area > Bouldering > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia,https://www.mountainproject.com/route/120380225/toe-the-rubber,4,Boulder,V4,1,25,38.55132,-78.30286
Brother Speed,Speed Boulder > Main Wall (Spooky) > Spooky Rocks > Keelowkee Lake > HKL West > High Knob Landform > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119839647/brother-speed,4,Boulder,V9,1,18,36.91842,-82.64318
Contraception,Hells Belly Boulders > Wintergreen > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/118566282/contraception,4,Boulder,V7,1,30,37.90548,-78.93689
Big Love,Big Love Boulder > Wintergreen > Charlottesville vicinity > Central & Southern VA Region > Virginia,https://www.mountainproject.com/route/118160126/big-love,4,Boulder,V7,1,20,37.90549,-78.93753
Justice,Casablanca Boulder > Casablanca Boulders > Casablanca Area > Mile Two Boulders > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/116588107/justice,4,Boulder,V8+,1,30,36.91291,-82.44043
Eye of the Narwhal,Hive Boulder > 1. Overlook Area > Listening Rock Trail > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107305945/eye-of-the-narwhal,3,Boulder,V4,1,10,36.62238,-81.50243
Control Burn,Joyful Boulder > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/120109494/control-burn,3.5,Boulder,V12,1,18,36.89935,-82.41877
One Short of a Set,Collective Boulder > Hemingway Boulders > Bearpen Boulders > ~M.R.N.R.A. > Grayson Highlands State Park > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/119372314/one-short-of-a-set,4,Boulder,V10,1,12,36.62212,-81.51111
Blue Room,Teahupo'o Boulder > The Beach > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118987941/blue-room,3.3,Boulder,V4,1,NA,37.31501,-80.79362
MKULtra,Ultra Boulder > Gasland > Upper Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/113886495/mkultra,4,Boulder,V8,1,16,36.89935,-82.41877
The Race for Poop Sock,Wave Boulder > Stones > Harkening Hill > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/107425437/the-race-for-poop-sock,4,Boulder,V6,1,15,37.4567,-79.61778
Death by Pendulum,Millie Creek Boulder > Butternut Hill > Mill Creek > Blacksburg Vicinity > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/118988303/death-by-pendulum,3.7,Boulder,V6,1,NA,37.30823,-80.79193
Dark Passenger,Passage Boulder > Center Darkside > Darkside > Jay's Creek > Southwest Virginia (Appalachia) > Virginia,https://www.mountainproject.com/route/122151575/dark-passenger,4,Boulder,V7,1,11,36.90948,-82.45516
