county_fips,county_name,county_pop,state_name
41025,"Harney County, Oregon",7393,Oregon
41045,"Malheur County, Oregon",30571,Oregon
41063,"Wallowa County, Oregon",7208,Oregon
41069,"Wheeler County, Oregon",1332,Oregon
41049,"Morrow County, Oregon",11603,Oregon
41011,"Coos County, Oregon",64487,Oregon
45009,"Bamberg County, South Carolina",14066,South Carolina
45013,"Beaufort County, South Carolina",192122,South Carolina
45017,"Calhoun County, South Carolina",14553,South Carolina
45033,"Dillon County, South Carolina",30479,South Carolina
45081,"Saluda County, South Carolina",20473,South Carolina
45079,"Richland County, South Carolina",415759,South Carolina
45039,"Fairfield County, South Carolina",22347,South Carolina
45049,"Hampton County, South Carolina",19222,South Carolina
45045,"Greenville County, South Carolina",523542,South Carolina
45057,"Lancaster County, South Carolina",98012,South Carolina
45035,"Dorchester County, South Carolina",162809,South Carolina
45041,"Florence County, South Carolina",138293,South Carolina
45059,"Laurens County, South Carolina",67493,South Carolina
45065,"McCormick County, South Carolina",9463,South Carolina
45077,"Pickens County, South Carolina",126884,South Carolina
45087,"Union County, South Carolina",27316,South Carolina
45089,"Williamsburg County, South Carolina",30368,South Carolina
46003,"Aurora County, South Dakota",2751,South Dakota
46051,"Grant County, South Dakota",7052,South Dakota
46123,"Tripp County, South Dakota",5441,South Dakota
46137,"Ziebach County, South Dakota",2756,South Dakota
46115,"Spink County, South Dakota",6376,South Dakota
46009,"Bon Homme County, South Dakota",6901,South Dakota
46011,"Brookings County, South Dakota",35077,South Dakota
46047,"Fall River County, South Dakota",6713,South Dakota
46057,"Hamlin County, South Dakota",6164,South Dakota
46071,"Jackson County, South Dakota",3344,South Dakota
46033,"Custer County, South Dakota",8972,South Dakota
46069,"Hyde County, South Dakota",1301,South Dakota
46049,"Faulk County, South Dakota",2299,South Dakota
46067,"Hutchinson County, South Dakota",7291,South Dakota
46129,"Walworth County, South Dakota",5435,South Dakota
46017,"Buffalo County, South Dakota",1962,South Dakota
49003,"Box Elder County, Utah",56046,Utah
49021,"Iron County, Utah",54839,Utah
49039,"Sanpete County, Utah",30939,Utah
49041,"Sevier County, Utah",21620,Utah
49057,"Weber County, Utah",260213,Utah
49037,"San Juan County, Utah",15308,Utah
49035,"Salt Lake County, Utah",1160437,Utah
49009,"Daggett County, Utah",950,Utah
49055,"Wayne County, Utah",2711,Utah
49007,"Carbon County, Utah",20463,Utah
49029,"Morgan County, Utah",12124,Utah
49005,"Cache County, Utah",128289,Utah
49023,"Juab County, Utah",12017,Utah
51095,"James City County, Virginia",76523,Virginia
51167,"Russell County, Virginia",26586,Virginia
51173,"Smyth County, Virginia",30104,Virginia
51540,"Charlottesville city, Virginia",47266,Virginia
51031,"Campbell County, Virginia",54885,Virginia
51087,"Henrico County, Virginia",330818,Virginia
51099,"King George County, Virginia",26836,Virginia
51103,"Lancaster County, Virginia",10603,Virginia
51105,"Lee County, Virginia",23423,Virginia
51115,"Mathews County, Virginia",8834,Virginia
51119,"Middlesex County, Virginia",10582,Virginia
51149,"Prince George County, Virginia",38353,Virginia
51159,"Richmond County, Virginia",9023,Virginia
51169,"Scott County, Virginia",21566,Virginia
51177,"Spotsylvania County, Virginia",136215,Virginia
51011,"Appomattox County, Virginia",15911,Virginia
51067,"Franklin County, Virginia",56042,Virginia
51097,"King and Queen County, Virginia",7025,Virginia
51121,"Montgomery County, Virginia",98535,Virginia
51127,"New Kent County, Virginia",23091,Virginia
51049,"Cumberland County, Virginia",9932,Virginia
51051,"Dickenson County, Virginia",14318,Virginia
51083,"Halifax County, Virginia",33911,Virginia
51107,"Loudoun County, Virginia",413538,Virginia
51153,"Prince William County, Virginia",470335,Virginia
51175,"Southampton County, Virginia",17631,Virginia
49001,"Beaver County, Utah",6710,Utah
51091,"Highland County, Virginia",2190,Virginia
51033,"Caroline County, Virginia",30725,Virginia
51073,"Gloucester County, Virginia",37348,Virginia
51141,"Patrick County, Virginia",17608,Virginia
51145,"Powhatan County, Virginia",29652,Virginia
51171,"Shenandoah County, Virginia",43616,Virginia
51061,"Fauquier County, Virginia",71222,Virginia
51790,"Staunton city, Virginia",24932,Virginia
53003,"Asotin County, Washington",22582,Washington
53001,"Adams County, Washington",19983,Washington
53023,"Garfield County, Washington",2225,Washington
53045,"Mason County, Washington",66768,Washington
53057,"Skagit County, Washington",129205,Washington
53065,"Stevens County, Washington",45723,Washington
53063,"Spokane County, Washington",522798,Washington
53043,"Lincoln County, Washington",10939,Washington
53007,"Chelan County, Washington",77200,Washington
53031,"Jefferson County, Washington",32221,Washington
53035,"Kitsap County, Washington",271473,Washington
29035,"Carter County, Missouri",5982,Missouri
29057,"Dade County, Missouri",7561,Missouri
29115,"Linn County, Missouri",11920,Missouri
29091,"Howell County, Missouri",40117,Missouri
29101,"Johnson County, Missouri",54062,Missouri
29105,"Laclede County, Missouri",35723,Missouri
29125,"Maries County, Missouri",8697,Missouri
29161,"Phelps County, Missouri",44573,Missouri
29165,"Platte County, Missouri",104418,Missouri
29187,"St. Francois County, Missouri",67215,Missouri
29510,"St. Louis city, Missouri",300576,Missouri
29003,"Andrew County, Missouri",17712,Missouri
29023,"Butler County, Missouri",42478,Missouri
29033,"Carroll County, Missouri",8679,Missouri
29061,"Daviess County, Missouri",8278,Missouri
29087,"Holt County, Missouri",4403,Missouri
29127,"Marion County, Missouri",28530,Missouri
29151,"Osage County, Missouri",13615,Missouri
29181,"Ripley County, Missouri",13288,Missouri
29219,"Warren County, Missouri",35649,Missouri
29221,"Washington County, Missouri",24730,Missouri
29043,"Christian County, Missouri",88595,Missouri
29063,"DeKalb County, Missouri",12547,Missouri
29081,"Harrison County, Missouri",8352,Missouri
29107,"Lafayette County, Missouri",32708,Missouri
29001,"Adair County, Missouri",25343,Missouri
29199,"Scotland County, Missouri",4902,Missouri
29211,"Sullivan County, Missouri",6089,Missouri
29045,"Clark County, Missouri",6797,Missouri
29097,"Jasper County, Missouri",121328,Missouri
29111,"Lewis County, Missouri",9776,Missouri
29119,"McDonald County, Missouri",22837,Missouri
29157,"Perry County, Missouri",19136,Missouri
29167,"Polk County, Missouri",32149,Missouri
29177,"Ray County, Missouri",23018,Missouri
30041,"Hill County, Montana",16484,Montana
30015,"Chouteau County, Montana",5635,Montana
30053,"Lincoln County, Montana",19980,Montana
30067,"Park County, Montana",16606,Montana
30103,"Treasure County, Montana",696,Montana
30005,"Blaine County, Montana",6681,Montana
30097,"Sweet Grass County, Montana",3737,Montana
30099,"Teton County, Montana",6147,Montana
30079,"Prairie County, Montana",1077,Montana
30035,"Glacier County, Montana",13753,Montana
30025,"Fallon County, Montana",2846,Montana
30037,"Golden Valley County, Montana",821,Montana
30093,"Silver Bow County, Montana",34915,Montana
30095,"Stillwater County, Montana",9642,Montana
30043,"Jefferson County, Montana",12221,Montana
30039,"Granite County, Montana",3379,Montana
30107,"Wheatland County, Montana",2126,Montana
30057,"Madison County, Montana",8600,Montana
29031,"Cape Girardeau County, Missouri",78871,Missouri
29205,"Shelby County, Missouri",5930,Missouri
29225,"Webster County, Missouri",39592,Missouri
29005,"Atchison County, Missouri",5143,Missouri
29013,"Bates County, Missouri",16172,Missouri
29015,"Benton County, Missouri",19443,Missouri
46109,"Roberts County, South Dakota",10394,South Dakota
46043,"Douglas County, South Dakota",2921,South Dakota
46063,"Harding County, South Dakota",1298,South Dakota
46089,"McPherson County, South Dakota",2379,South Dakota
46119,"Sully County, South Dakota",1391,South Dakota
46083,"Lincoln County, South Dakota",61128,South Dakota
46079,"Lake County, South Dakota",12797,South Dakota
46081,"Lawrence County, South Dakota",25844,South Dakota
46029,"Codington County, South Dakota",28009,South Dakota
46019,"Butte County, South Dakota",10429,South Dakota
46031,"Corson County, South Dakota",4086,South Dakota
46045,"Edmunds County, South Dakota",3829,South Dakota
46021,"Campbell County, South Dakota",1376,South Dakota
46007,"Bennett County, South Dakota",3365,South Dakota
46055,"Haakon County, South Dakota",1899,South Dakota
46075,"Jones County, South Dakota",903,South Dakota
46093,"Meade County, South Dakota",28332,South Dakota
46125,"Turner County, South Dakota",8384,South Dakota
46013,"Brown County, South Dakota",38839,South Dakota
46061,"Hanson County, South Dakota",3453,South Dakota
46087,"McCook County, South Dakota",5586,South Dakota
46095,"Mellette County, South Dakota",2061,South Dakota
46101,"Moody County, South Dakota",6576,South Dakota
46103,"Pennington County, South Dakota",113775,South Dakota
46127,"Union County, South Dakota",15932,South Dakota
46097,"Miner County, South Dakota",2216,South Dakota
47031,"Coffee County, Tennessee",56520,Tennessee
47047,"Fayette County, Tennessee",41133,Tennessee
47067,"Hancock County, Tennessee",6620,Tennessee
47073,"Hawkins County, Tennessee",56786,Tennessee
47091,"Johnson County, Tennessee",17788,Tennessee
47103,"Lincoln County, Tennessee",34366,Tennessee
47111,"Macon County, Tennessee",24602,Tennessee
47127,"Moore County, Tennessee",6488,Tennessee
47147,"Robertson County, Tennessee",71813,Tennessee
47051,"Franklin County, Tennessee",42208,Tennessee
47009,"Blount County, Tennessee",133088,Tennessee
47021,"Cheatham County, Tennessee",40667,Tennessee
47019,"Carter County, Tennessee",56391,Tennessee
47057,"Grainger County, Tennessee",23320,Tennessee
47055,"Giles County, Tennessee",29464,Tennessee
47097,"Lauderdale County, Tennessee",25633,Tennessee
47099,"Lawrence County, Tennessee",44142,Tennessee
47113,"Madison County, Tennessee",97984,Tennessee
47115,"Marion County, Tennessee",28907,Tennessee
46037,"Day County, South Dakota",5424,South Dakota
47133,"Overton County, Tennessee",22241,Tennessee
47137,"Pickett County, Tennessee",5048,Tennessee
47181,"Wayne County, Tennessee",16673,Tennessee
47187,"Williamson County, Tennessee",238412,Tennessee
47003,"Bedford County, Tennessee",49713,Tennessee
47059,"Greene County, Tennessee",69069,Tennessee
47035,"Cumberland County, Tennessee",60520,Tennessee
47175,"Van Buren County, Tennessee",5872,Tennessee
47025,"Claiborne County, Tennessee",31959,Tennessee
47081,"Hickman County, Tennessee",25178,Tennessee
47085,"Humphreys County, Tennessee",18582,Tennessee
47141,"Putnam County, Tennessee",80245,Tennessee
53033,"King County, Washington",2252782,Washington
53049,"Pacific County, Washington",22471,Washington
53051,"Pend Oreille County, Washington",13724,Washington
53055,"San Juan County, Washington",17582,Washington
53059,"Skamania County, Washington",12083,Washington
53075,"Whitman County, Washington",50104,Washington
53077,"Yakima County, Washington",250873,Washington
53009,"Clallam County, Washington",77331,Washington
53015,"Cowlitz County, Washington",110593,Washington
53019,"Ferry County, Washington",7627,Washington
54027,"Hampshire County, West Virginia",23175,West Virginia
54009,"Brooke County, West Virginia",21939,West Virginia
54017,"Doddridge County, West Virginia",8448,West Virginia
54031,"Hardy County, West Virginia",13776,West Virginia
54049,"Marion County, West Virginia",56072,West Virginia
54059,"Mingo County, West Virginia",23424,West Virginia
54029,"Hancock County, West Virginia",28810,West Virginia
54051,"Marshall County, West Virginia",30531,West Virginia
54067,"Nicholas County, West Virginia",24496,West Virginia
54093,"Tucker County, West Virginia",6839,West Virginia
54095,"Tyler County, West Virginia",8591,West Virginia
54087,"Roane County, West Virginia",13688,West Virginia
54091,"Taylor County, West Virginia",16695,West Virginia
54107,"Wood County, West Virginia",83518,West Virginia
54021,"Gilmer County, West Virginia",7823,West Virginia
54053,"Mason County, West Virginia",26516,West Virginia
54063,"Monroe County, West Virginia",13275,West Virginia
54073,"Pleasants County, West Virginia",7460,West Virginia
54011,"Cabell County, West Virginia",91945,West Virginia
54037,"Jefferson County, West Virginia",57146,West Virginia
53041,"Lewis County, Washington",80707,Washington
53017,"Douglas County, Washington",43429,Washington
53029,"Island County, Washington",85141,Washington
53053,"Pierce County, Washington",904980,Washington
53021,"Franklin County, Washington",95222,Washington
53071,"Walla Walla County, Washington",60760,Washington
53073,"Whatcom County, Washington",229247,Washington
54023,"Grant County, West Virginia",11568,West Virginia
54045,"Logan County, West Virginia",32019,West Virginia
54071,"Pendleton County, West Virginia",6969,West Virginia
54033,"Harrison County, West Virginia",67256,West Virginia
54069,"Ohio County, West Virginia",41411,West Virginia
54013,"Calhoun County, West Virginia",7109,West Virginia
54065,"Morgan County, West Virginia",17884,West Virginia
54081,"Raleigh County, West Virginia",73361,West Virginia
54079,"Putnam County, West Virginia",56450,West Virginia
54001,"Barbour County, West Virginia",16441,West Virginia
54047,"McDowell County, West Virginia",17624,West Virginia
54099,"Wayne County, West Virginia",39402,West Virginia
54035,"Jackson County, West Virginia",28576,West Virginia
54055,"Mercer County, West Virginia",58758,West Virginia
54097,"Upshur County, West Virginia",24176,West Virginia
54101,"Webster County, West Virginia",8114,West Virginia
54003,"Berkeley County, West Virginia",119171,West Virginia
54019,"Fayette County, West Virginia",42406,West Virginia
55051,"Iron County, Wisconsin",5687,Wisconsin
55019,"Clark County, Wisconsin",34774,Wisconsin
30091,"Sheridan County, Montana",3309,Montana
30011,"Carter County, Montana",1252,Montana
30003,"Big Horn County, Montana",13319,Montana
30047,"Lake County, Montana",30458,Montana
30049,"Lewis and Clark County, Montana",69432,Montana
30073,"Pondera County, Montana",5911,Montana
30111,"Yellowstone County, Montana",161300,Montana
30063,"Missoula County, Montana",119600,Montana
30081,"Ravalli County, Montana",43806,Montana
30105,"Valley County, Montana",7396,Montana
30013,"Cascade County, Montana",81366,Montana
30027,"Fergus County, Montana",11050,Montana
30033,"Garfield County, Montana",1258,Montana
30061,"Mineral County, Montana",4397,Montana
30069,"Petroleum County, Montana",487,Montana
30077,"Powell County, Montana",6890,Montana
30089,"Sanders County, Montana",12113,Montana
30109,"Wibaux County, Montana",969,Montana
30031,"Gallatin County, Montana",114434,Montana
30059,"Meagher County, Montana",1862,Montana
30009,"Carbon County, Montana",10725,Montana
30001,"Beaverhead County, Montana",9453,Montana
30029,"Flathead County, Montana",103806,Montana
30065,"Musselshell County, Montana",4633,Montana
31083,"Harlan County, Nebraska",3380,Nebraska
31185,"York County, Nebraska",13679,Nebraska
31019,"Buffalo County, Nebraska",49659,Nebraska
31037,"Colfax County, Nebraska",10709,Nebraska
31087,"Hitchcock County, Nebraska",2762,Nebraska
31141,"Platte County, Nebraska",33470,Nebraska
31143,"Polk County, Nebraska",5213,Nebraska
31013,"Box Butte County, Nebraska",10783,Nebraska
31017,"Brown County, Nebraska",2955,Nebraska
31161,"Sheridan County, Nebraska",5246,Nebraska
31109,"Lancaster County, Nebraska",319090,Nebraska
31129,"Nuckolls County, Nebraska",4148,Nebraska
31007,"Banner County, Nebraska",745,Nebraska
31063,"Frontier County, Nebraska",2627,Nebraska
31055,"Douglas County, Nebraska",571327,Nebraska
31147,"Richardson County, Nebraska",7865,Nebraska
31089,"Holt County, Nebraska",10067,Nebraska
31065,"Furnas County, Nebraska",4676,Nebraska
31151,"Saline County, Nebraska",14224,Nebraska
31173,"Thurston County, Nebraska",7224,Nebraska
31177,"Washington County, Nebraska",20729,Nebraska
31031,"Cherry County, Nebraska",5689,Nebraska
31053,"Dodge County, Nebraska",36565,Nebraska
31069,"Garden County, Nebraska",1837,Nebraska
31123,"Morrill County, Nebraska",4642,Nebraska
31127,"Nemaha County, Nebraska",6972,Nebraska
31171,"Thomas County, Nebraska",722,Nebraska
31043,"Dakota County, Nebraska",20026,Nebraska
31003,"Antelope County, Nebraska",6298,Nebraska
31029,"Chase County, Nebraska",3924,Nebraska
31035,"Clay County, Nebraska",6203,Nebraska
31041,"Custer County, Nebraska",10777,Nebraska
31061,"Franklin County, Nebraska",2979,Nebraska
31081,"Hamilton County, Nebraska",9324,Nebraska
31095,"Jefferson County, Nebraska",7046,Nebraska
47039,"Decatur County, Tennessee",11663,Tennessee
47155,"Sevier County, Tennessee",98250,Tennessee
47161,"Stewart County, Tennessee",13715,Tennessee
47023,"Chester County, Tennessee",17297,Tennessee
47087,"Jackson County, Tennessee",11786,Tennessee
47109,"McNairy County, Tennessee",25694,Tennessee
47145,"Roane County, Tennessee",53382,Tennessee
47011,"Bradley County, Tennessee",108110,Tennessee
47063,"Hamblen County, Tennessee",64934,Tennessee
47173,"Union County, Tennessee",19972,Tennessee
47071,"Hardin County, Tennessee",25652,Tennessee
47043,"Dickson County, Tennessee",53948,Tennessee
47129,"Morgan County, Tennessee",21403,Tennessee
47123,"Monroe County, Tennessee",46545,Tennessee
47079,"Henry County, Tennessee",32345,Tennessee
47033,"Crockett County, Tennessee",14230,Tennessee
47095,"Lake County, Tennessee",7016,Tennessee
47093,"Knox County, Tennessee",470313,Tennessee
47107,"McMinn County, Tennessee",53794,Tennessee
47117,"Marshall County, Tennessee",34375,Tennessee
47143,"Rhea County, Tennessee",33167,Tennessee
47151,"Scott County, Tennessee",22068,Tennessee
47001,"Anderson County, Tennessee",76978,Tennessee
47049,"Fentress County, Tennessee",18523,Tennessee
47053,"Gibson County, Tennessee",49133,Tennessee
47069,"Hardeman County, Tennessee",25050,Tennessee
47105,"Loudon County, Tennessee",54068,Tennessee
47149,"Rutherford County, Tennessee",332285,Tennessee
47159,"Smith County, Tennessee",20157,Tennessee
47189,"Wilson County, Tennessee",144657,Tennessee
47171,"Unicoi County, Tennessee",17883,Tennessee
41015,"Curry County, Oregon",22925,Oregon
41021,"Gilliam County, Oregon",1912,Oregon
41027,"Hood River County, Oregon",23382,Oregon
41037,"Lake County, Oregon",7869,Oregon
41051,"Multnomah County, Oregon",812855,Oregon
42103,"Pike County, Pennsylvania",55809,Pennsylvania
42109,"Snyder County, Pennsylvania",40372,Pennsylvania
42115,"Susquehanna County, Pennsylvania",40328,Pennsylvania
42039,"Crawford County, Pennsylvania",84629,Pennsylvania
42049,"Erie County, Pennsylvania",269728,Pennsylvania
42057,"Fulton County, Pennsylvania",14530,Pennsylvania
42067,"Juniata County, Pennsylvania",24763,Pennsylvania
42107,"Schuylkill County, Pennsylvania",141359,Pennsylvania
42131,"Wyoming County, Pennsylvania",26794,Pennsylvania
42001,"Adams County, Pennsylvania",103009,Pennsylvania
42005,"Armstrong County, Pennsylvania",64735,Pennsylvania
42035,"Clinton County, Pennsylvania",38632,Pennsylvania
42025,"Carbon County, Pennsylvania",64182,Pennsylvania
42027,"Centre County, Pennsylvania",162385,Pennsylvania
42097,"Northumberland County, Pennsylvania",90843,Pennsylvania
42095,"Northampton County, Pennsylvania",305285,Pennsylvania
42121,"Venango County, Pennsylvania",50668,Pennsylvania
42007,"Beaver County, Pennsylvania",163929,Pennsylvania
42069,"Lackawanna County, Pennsylvania",209674,Pennsylvania
42083,"McKean County, Pennsylvania",40625,Pennsylvania
42051,"Fayette County, Pennsylvania",129274,Pennsylvania
42091,"Montgomery County, Pennsylvania",830915,Pennsylvania
55109,"St. Croix County, Wisconsin",90687,Wisconsin
55083,"Oconto County, Wisconsin",37930,Wisconsin
55069,"Lincoln County, Wisconsin",27593,Wisconsin
55135,"Waupaca County, Wisconsin",50990,Wisconsin
55005,"Barron County, Wisconsin",45244,Wisconsin
55113,"Sawyer County, Wisconsin",16558,Wisconsin
55047,"Green Lake County, Wisconsin",18913,Wisconsin
55099,"Price County, Wisconsin",13351,Wisconsin
55077,"Marquette County, Wisconsin",15574,Wisconsin
55075,"Marinette County, Wisconsin",40350,Wisconsin
55079,"Milwaukee County, Wisconsin",945726,Wisconsin
55101,"Racine County, Wisconsin",196311,Wisconsin
55139,"Winnebago County, Wisconsin",171907,Wisconsin
55041,"Forest County, Wisconsin",9004,Wisconsin
55045,"Green County, Wisconsin",36960,Wisconsin
55107,"Rusk County, Wisconsin",14178,Wisconsin
55115,"Shawano County, Wisconsin",40899,Wisconsin
55067,"Langlade County, Wisconsin",19189,Wisconsin
55087,"Outagamie County, Wisconsin",187885,Wisconsin
55123,"Vernon County, Wisconsin",30822,Wisconsin
55021,"Columbia County, Wisconsin",57532,Wisconsin
55061,"Kewaunee County, Wisconsin",20434,Wisconsin
55009,"Brown County, Wisconsin",264542,Wisconsin
55035,"Eau Claire County, Wisconsin",104646,Wisconsin
55085,"Oneida County, Wisconsin",35595,Wisconsin
55095,"Polk County, Wisconsin",43783,Wisconsin
55129,"Washburn County, Wisconsin",15720,Wisconsin
55133,"Waukesha County, Wisconsin",404198,Wisconsin
55127,"Walworth County, Wisconsin",103868,Wisconsin
55023,"Crawford County, Wisconsin",16131,Wisconsin
55057,"Juneau County, Wisconsin",26687,Wisconsin
55111,"Sauk County, Wisconsin",64442,Wisconsin
55131,"Washington County, Wisconsin",136034,Wisconsin
55017,"Chippewa County, Wisconsin",64658,Wisconsin
55025,"Dane County, Wisconsin",546695,Wisconsin
55031,"Douglas County, Wisconsin",43150,Wisconsin
55053,"Jackson County, Wisconsin",20643,Wisconsin
55049,"Iowa County, Wisconsin",23678,Wisconsin
55089,"Ozaukee County, Wisconsin",89221,Wisconsin
55097,"Portage County, Wisconsin",70772,Wisconsin
55105,"Rock County, Wisconsin",163354,Wisconsin
55119,"Taylor County, Wisconsin",20343,Wisconsin
55001,"Adams County, Wisconsin",20220,Wisconsin
55007,"Bayfield County, Wisconsin",15036,Wisconsin
55081,"Monroe County, Wisconsin",46253,Wisconsin
55141,"Wood County, Wisconsin",72999,Wisconsin
55003,"Ashland County, Wisconsin",15562,Wisconsin
55037,"Florence County, Wisconsin",4295,Wisconsin
55055,"Jefferson County, Wisconsin",84769,Wisconsin
56005,"Campbell County, Wyoming",46341,Wyoming
56023,"Lincoln County, Wyoming",19830,Wyoming
56025,"Natrona County, Wyoming",79858,Wyoming
56009,"Converse County, Wyoming",13822,Wyoming
56027,"Niobrara County, Wyoming",2356,Wyoming
56037,"Sweetwater County, Wyoming",42343,Wyoming
51065,"Fluvanna County, Virginia",27270,Virginia
51007,"Amelia County, Virginia",13145,Virginia
51750,"Radford city, Virginia",18249,Virginia
51840,"Winchester city, Virginia",28078,Virginia
31101,"Keith County, Nebraska",8034,Nebraska
31115,"Loup County, Nebraska",664,Nebraska
31135,"Perkins County, Nebraska",2891,Nebraska
31155,"Saunders County, Nebraska",21578,Nebraska
31157,"Scotts Bluff County, Nebraska",35618,Nebraska
31103,"Keya Paha County, Nebraska",806,Nebraska
31105,"Kimball County, Nebraska",3632,Nebraska
31111,"Lincoln County, Nebraska",34914,Nebraska
31139,"Pierce County, Nebraska",7148,Nebraska
31165,"Sioux County, Nebraska",1166,Nebraska
31021,"Burt County, Nebraska",6459,Nebraska
31025,"Cass County, Nebraska",26248,Nebraska
31039,"Cuming County, Nebraska",8846,Nebraska
31051,"Dixon County, Nebraska",5636,Nebraska
31057,"Dundy County, Nebraska",1693,Nebraska
31075,"Grant County, Nebraska",623,Nebraska
31077,"Greeley County, Nebraska",2356,Nebraska
31079,"Hall County, Nebraska",61353,Nebraska
31085,"Hayes County, Nebraska",922,Nebraska
31131,"Otoe County, Nebraska",16012,Nebraska
31145,"Red Willow County, Nebraska",10724,Nebraska
31027,"Cedar County, Nebraska",8402,Nebraska
31045,"Dawes County, Nebraska",8589,Nebraska
31097,"Johnson County, Nebraska",5071,Nebraska
31033,"Cheyenne County, Nebraska",8910,Nebraska
31047,"Dawson County, Nebraska",23595,Nebraska
31071,"Garfield County, Nebraska",1969,Nebraska
31117,"McPherson County, Nebraska",494,Nebraska
31125,"Nance County, Nebraska",3519,Nebraska
31167,"Stanton County, Nebraska",5920,Nebraska
31175,"Valley County, Nebraska",4158,Nebraska
32001,"Churchill County, Nevada",24909,Nevada
32005,"Douglas County, Nevada",48905,Nevada
32027,"Pershing County, Nevada",6725,Nevada
32011,"Eureka County, Nevada",2029,Nevada
32013,"Humboldt County, Nevada",16831,Nevada
32033,"White Pine County, Nevada",9580,Nevada
32007,"Elko County, Nevada",52778,Nevada
32023,"Nye County, Nevada",46523,Nevada
32029,"Storey County, Nevada",4123,Nevada
32003,"Clark County, Nevada",2266715,Nevada
32019,"Lyon County, Nevada",57510,Nevada
33005,"Cheshire County, New Hampshire",76085,New Hampshire
33009,"Grafton County, New Hampshire",89886,New Hampshire
33015,"Rockingham County, New Hampshire",309769,New Hampshire
33019,"Sullivan County, New Hampshire",43146,New Hampshire
33011,"Hillsborough County, New Hampshire",417025,New Hampshire
33007,"Coos County, New Hampshire",31563,New Hampshire
33003,"Carroll County, New Hampshire",48910,New Hampshire
34021,"Mercer County, New Jersey",367430,New Jersey
34011,"Cumberland County, New Jersey",149527,New Jersey
34035,"Somerset County, New Jersey",328934,New Jersey
34029,"Ocean County, New Jersey",607186,New Jersey
34001,"Atlantic County, New Jersey",263670,New Jersey
34023,"Middlesex County, New Jersey",825062,New Jersey
34033,"Salem County, New Jersey",62385,New Jersey
34009,"Cape May County, New Jersey",92039,New Jersey
34007,"Camden County, New Jersey",506471,New Jersey
34039,"Union County, New Jersey",556341,New Jersey
42093,"Montour County, Pennsylvania",18230,Pennsylvania
42033,"Clearfield County, Pennsylvania",79255,Pennsylvania
42075,"Lebanon County, Pennsylvania",141793,Pennsylvania
42081,"Lycoming County, Pennsylvania",113299,Pennsylvania
42123,"Warren County, Pennsylvania",39191,Pennsylvania
42019,"Butler County, Pennsylvania",187853,Pennsylvania
42047,"Elk County, Pennsylvania",29910,Pennsylvania
42071,"Lancaster County, Pennsylvania",545724,Pennsylvania
42085,"Mercer County, Pennsylvania",109424,Pennsylvania
42105,"Potter County, Pennsylvania",16526,Pennsylvania
42117,"Tioga County, Pennsylvania",40591,Pennsylvania
44005,"Newport County, Rhode Island",82082,Rhode Island
44007,"Providence County, Rhode Island",638931,Rhode Island
44001,"Bristol County, Rhode Island",48479,Rhode Island
45003,"Aiken County, South Carolina",170872,South Carolina
45005,"Allendale County, South Carolina",8688,South Carolina
45037,"Edgefield County, South Carolina",27260,South Carolina
45023,"Chester County, South Carolina",32244,South Carolina
45029,"Colleton County, South Carolina",37677,South Carolina
45067,"Marion County, South Carolina",30657,South Carolina
45063,"Lexington County, South Carolina",298750,South Carolina
45073,"Oconee County, South Carolina",79546,South Carolina
45015,"Berkeley County, South Carolina",227907,South Carolina
45019,"Charleston County, South Carolina",411406,South Carolina
45043,"Georgetown County, South Carolina",62680,South Carolina
45069,"Marlboro County, South Carolina",26118,South Carolina
45007,"Anderson County, South Carolina",202558,South Carolina
45025,"Chesterfield County, South Carolina",45650,South Carolina
45047,"Greenwood County, South Carolina",70811,South Carolina
45051,"Horry County, South Carolina",354081,South Carolina
45055,"Kershaw County, South Carolina",66551,South Carolina
45075,"Orangeburg County, South Carolina",86175,South Carolina
45083,"Spartanburg County, South Carolina",319785,South Carolina
39067,"Harrison County, Ohio",15040,Ohio
39083,"Knox County, Ohio",62322,Ohio
39089,"Licking County, Ohio",176862,Ohio
39139,"Richland County, Ohio",121154,Ohio
39163,"Vinton County, Ohio",13085,Ohio
39019,"Carroll County, Ohio",26914,Ohio
39063,"Hancock County, Ohio",75783,Ohio
39025,"Clermont County, Ohio",206428,Ohio
39045,"Fairfield County, Ohio",157574,Ohio
39039,"Defiance County, Ohio",38087,Ohio
39071,"Highland County, Ohio",43161,Ohio
39069,"Henry County, Ohio",27006,Ohio
39081,"Jefferson County, Ohio",65325,Ohio
39133,"Portage County, Ohio",162466,Ohio
39137,"Putnam County, Ohio",33861,Ohio
39013,"Belmont County, Ohio",67006,Ohio
39027,"Clinton County, Ohio",41968,Ohio
39047,"Fayette County, Ohio",28525,Ohio
39127,"Perry County, Ohio",36134,Ohio
39129,"Pickaway County, Ohio",58457,Ohio
39097,"Madison County, Ohio",44731,Ohio
39119,"Muskingum County, Ohio",86215,Ohio
39143,"Sandusky County, Ohio",58518,Ohio
39161,"Van Wert County, Ohio",28275,Ohio
39167,"Washington County, Ohio",59911,Ohio
51001,"Accomack County, Virginia",32316,Virginia
51045,"Craig County, Virginia",5131,Virginia
51063,"Floyd County, Virginia",15749,Virginia
51071,"Giles County, Virginia",16720,Virginia
51077,"Grayson County, Virginia",15550,Virginia
51135,"Nottoway County, Virginia",15232,Virginia
51157,"Rappahannock County, Virginia",7370,Virginia
