id,hospital_name,hospital_x,hospital_y
2c670365-d2d1-3267-aaaf-0d373e8c71e8,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
cf5e7667-3de1-3bbd-a4bd-88d643dd7afa,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
ff8821e7-790f-3080-99c2-90cca3e4e8d7,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
db551b4c-3658-3cd5-91b4-3422e1222f1b,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
dfc83ecb-6dd3-331e-a52a-19b78737ebd1,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
e9bedeec-e577-357e-9b0e-947bb8fbad92,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
ebfb0f36-60dc-330f-b52a-8fd1fda342fe,"MAIN LINE HOSPITALS, INC.",-75.32109563189564,40.0193369
31d28da3-56a1-322d-929f-ca8e68e02c19,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
18b1bb7e-2f93-3253-a7ae-d19c13ffeaa1,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
8371c848-43d3-3d58-9649-aa1aecc7bce8,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
93622729-9254-35d8-ba0b-4f5edf4129fd,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
432a94fa-8b0b-35fc-bef6-773b29028ef1,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
a7805543-1571-3922-9e0d-3863cb964cd6,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
a656afc6-a4b9-3946-b565-1c1feea8034a,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
62344164-ec2a-3a87-b1c3-610de86cb5e8,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
845147ef-7dd3-3685-b979-6c0f4d751320,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
75987afa-a675-385a-8d0c-5fe4dab2e5d1,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
13f81e82-a704-3093-ab42-0dd57bae655e,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
7cb0ced7-f957-33b2-921d-dc958550179e,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
6ace4bac-00cb-3597-987c-acd2b170d169,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
8e2e1aa8-c256-385e-96bf-7fc6d2549548,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
816f4b76-fb9b-3089-a93d-2d47b64d7fcf,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.34202478826586,40.15340905
1af80c0c-c28d-39c6-bb71-bce7eb9b2563,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
9697f38b-e536-3522-85ce-2307bca9e187,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
79957231-eab9-37e0-b89d-3d03356ef102,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
7dc6f7b8-874b-3ab9-a68a-112d8a189cc1,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
5c58f1ce-13c4-3322-b51c-4cfb1f400a7a,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
4009aac1-a8e7-3477-9673-44ac37515707,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
e844336b-671d-3c90-b584-80e469c797ca,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
4f4224e6-8a5e-3695-8cee-a6babb3aaefa,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
1c926934-a2e2-382b-be52-494d5a7926b0,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
c666d4f1-4fdd-3e57-bc38-905d2da223ea,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
7cbfd9e4-16d4-325e-9fcc-b292f6e79100,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
53be308f-00b8-3df5-9b87-18613188f399,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
7b53233f-e894-382f-bc4c-e6a945776fe8,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
27fc4d73-51cd-3582-a004-7ae9bfe2fc3b,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
b0448b16-34ab-3952-ac70-f207359a000b,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
1fa088ea-c931-39eb-99c7-6276c5ddc3e2,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
92eb10d2-7cc0-3f7d-baaf-c64b3b267280,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
37e01520-198b-3b3c-949b-45df3861cd72,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
a77572c1-5e11-3468-81ff-5a0c366e5db9,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
dfc9ac1f-1647-323b-a796-358151604034,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
ea780ce6-1f96-3633-8353-037483b30b00,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
a61fcce9-8c00-382c-84a7-8a0bcca7570e,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
6d926d18-29a8-3623-bd88-9a45283e6a32,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.15801474823724,39.9493479
94aa8e77-18b3-3b48-8cf8-b2d308872d7e,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
f3a027a7-67b7-3ba7-b09b-da2dd3fc5d13,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
08c447cb-ac02-30f0-a789-773faddfd3df,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.15801474823724,39.9493479
85f28985-9094-3804-b77e-058771aa8d61,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
f9deb326-50fd-3952-b788-22b7a67b1137,"MAIN LINE HOSPITALS, INC.",-75.3925906,39.9850181
0a44ef7c-a1a7-385b-9290-99d5bb0a7bd1,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
eca22d00-9faf-3389-80a8-97e16b4b66f9,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
79bb5143-89d6-37b7-9498-7245115f1199,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
11ad5c46-e889-39ca-9347-68edeed9db48,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
bc17f4a9-9450-320a-b801-ab5e249f5418,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
31689529-8e7d-3447-a6bb-9b10374fe0a2,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
7e3509b1-df87-3ed3-9372-dde538dc9b81,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
c0e22af2-83e1-323a-a50a-ef0be4cfa834,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
f1ce4de6-66e2-38d7-8a3f-19fbd04a0d91,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
bdccf994-73b2-36cb-a86d-45b9f9e24806,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
181ff8eb-a775-3b3a-a913-e40c7eef84fc,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
2aaefb79-ceed-317f-a297-f9e3951097f6,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
03e4941b-5e66-37d5-b2b8-53554400c9bf,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
fb24eb53-5d3c-3145-8682-29dcfcd9a1db,"MAIN LINE HOSPITALS, INC.",-75.32109563189564,40.0193369
9e5199a0-54ec-3d7a-9d59-34f37de66c45,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
246f8d5d-1e65-365b-952c-ae53318c893e,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
79e96a0d-81a2-3ba1-b830-d257d2299af9,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
be6f30fb-b201-38c6-a68d-5b983cdd1972,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
bacb4627-688e-34a3-9bb9-6ad66a179fa3,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
0b334012-63d6-3b6d-84ae-17a71119db63,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
bc72e1ac-c1e7-34b7-94e5-176caa3e98ce,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
0ad3c21f-0dc1-30ee-bd9d-f57f6513cd09,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
cd18f721-eac5-3375-83b4-362035dae813,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
423b984e-19a3-39fc-83bc-e0fff5d19031,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
56d8627e-3098-398d-aa8a-b02d999dddd4,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
ca79a568-284c-3e23-bbc3-b6a444240844,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
4de8a9fd-257e-3cc9-ad2a-8e8fa04d7239,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
fb187235-6b4c-3107-a2e8-e38266ffc01b,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
6961a887-9c40-3f41-a03c-b55b1c9aca74,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
6366418f-1325-3227-9073-29a96fb69efa,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
6e153342-a427-36fe-a59f-45ecdb947dc9,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
a13b0d68-e737-3c5a-bc15-e0ebc157b880,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
83cfe057-decb-3a34-bf16-0f51bb74af49,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
db53fc01-66d5-3a5b-a7ab-af6583a6d2f6,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
5329fe6b-2482-31cf-a1b5-24a1b28f5ff7,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
204153e0-45f3-3aa3-bfe1-fc6782fedda2,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
503058f3-332b-3eb4-818a-f10baff43d52,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
bc3e4a02-e5c7-3dbf-a5f6-02c3b6ed9f86,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
39cc0581-6c67-31d4-a9ed-2fd391bc89d2,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
2fe85204-4654-3df2-aab3-c54b24b8f15b,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
9cd288c0-c0a4-3be1-8500-17d1d3cc8871,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
9c63c56c-7bcf-3598-b5ce-189086b0cec7,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
4bbb5797-e73b-31d8-ae31-ea58e9a7041a,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
ad327027-331e-3541-96f3-5ddad8c4b9f6,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
df641b60-6161-3d6b-8d95-90b2dac1806d,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
9e5ac038-a623-3536-8545-3d395cf83ef5,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
7464a9fc-c9bd-358c-9e92-71566a5356d7,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
3b1a9800-6196-31f5-8692-9439062949c4,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
766a8dee-8b3d-3ec6-af5e-823aca04e9bf,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
f5f602fd-aedf-35f1-a444-acb374e9bc7e,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
25e110cd-ee58-358d-98b1-e56c94e3433a,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
84bfbe12-d5e6-3c6b-9b6c-255201dcd57c,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
2f45a8e0-e739-3240-8671-2b8052bcb883,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
6b55fa82-587c-3896-b68c-f7d52c21844a,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
c1c8a0c8-31a7-37fe-ac84-70824daba550,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
2884335b-24b0-3239-af8a-bd0c2917e7e2,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
d6dc08be-01b1-3b01-af74-4306051a3ac4,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
83c07476-c68e-3b5d-b845-cc565e18fe2d,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
f356b570-930d-31f5-87dc-8dbff0ea5794,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
96e7d35b-f0f2-3e12-92d8-27fcb6506f31,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
59a3a360-1b59-3921-b174-5ce05a92fd08,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
2a47493b-f5a2-3de4-b811-b3029e9af5f3,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
6d118af7-90af-31ea-a571-e8a48f093865,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
d9806fd1-1b5c-3a0b-8b9b-a7bb58b87478,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
c8846e7f-b7b7-3a92-b366-04073677aafd,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
52d52e92-42d9-37de-94ae-0d68009e6530,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
78795031-c338-38f8-a901-4af642ef9203,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
a5530358-fb81-3c7b-b3c4-01d2bc2c986c,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
c34c9696-e8e3-3d12-9a3a-22d3c39370a2,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.15801474823724,39.9493479
39efbfab-9629-3d2f-bac4-bf6715c23f91,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
eeee7f09-ebc0-3cf7-ab18-781e01740ceb,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
1d111cb9-a66c-3c25-a772-a20add8d6b93,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
8fd9d2bd-32de-383c-8956-127ef78a3155,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
