126502921,Protection,Three Wave Bolt Glue-Ins two of which have permanent draws going to mussy hook anchors with glue in Wave Bolts. Basically a gym climb. You need one quickdraw and a 40 meter rope.,Protection`Three Wave Bolt Glue-Ins two of which have permanent draws going to mussy hook anchors with glue in Wave Bolts. Basically a gym climb. You need one quickdraw and a 40 meter rope.
200262327,Description,Four bolt route just left of DeMario. Two bolt clip and lower anchor.,Description`Four bolt route just left of DeMario. Two bolt clip and lower anchor.
200262327,Location,Just left of DeMario,Location`Just left of DeMario
200262327,Protection,"Four wave bolts, two bolt clip and lower anchor","Protection`Four wave bolts, two bolt clip and lower anchor"
126067917,Description,Establish over an undercut roof and climb pockets and plates past a slight bulge to a horizontal break up high near the anchors.,Description`Establish over an undercut roof and climb pockets and plates past a slight bulge to a horizontal break up high near the anchors.
126067917,Location,"At the beginning of the wall, currently second route from the left, starting in front of a tree.","Location`At the beginning of the wall, currently second route from the left, starting in front of a tree."
126067917,Protection,4 bolts to anchors.,Protection`4 bolts to anchors.
126068515,Description,The following routes are under a large roof that should keep them dry in a rain. Slabby climb on decent edges that begins above a low roof and trends up and right.,Description`The following routes are under a large roof that should keep them dry in a rain. Slabby climb on decent edges that begins above a low roof and trends up and right.
126068515,Location,First of a trio of routes on low-angle rock capped by a large roof.,Location`First of a trio of routes on low-angle rock capped by a large roof.
126068515,Protection,4 bolts to anchors.,Protection`4 bolts to anchors.
126064953,Description,"Grab a few large pockets and throw big to a protrusion, figure it out past the second bolt and enjoy two mantels to the top.The grade truly depends on your height.","Description`Grab a few large pockets and throw big to a protrusion, figure it out past the second bolt and enjoy two mantels to the top.The grade truly depends on your height."
126064953,Location,"Uphill from the previous overhung wall is a small section of cliff with a handful of short routes (The Bouldering Alley). This is the first, marked by a clear lack of holds at the bottom.","Location`Uphill from the previous overhung wall is a small section of cliff with a handful of short routes (The Bouldering Alley). This is the first, marked by a clear lack of holds at the bottom."
126064953,Protection,4 bolts to anchors.,Protection`4 bolts to anchors.
126073959,Description,Starts on an arching left-facing dihedral/arete feature. Ascend the small dihedral then bust out right on the arete finding some helpful hidden holds. Go up the arete then traverse back left on thin feet. Finish on the steeper flake system above on big holds.,Description`Starts on an arching left-facing dihedral/arete feature. Ascend the small dihedral then bust out right on the arete finding some helpful hidden holds. Go up the arete then traverse back left on thin feet. Finish on the steeper flake system above on big holds.
126073959,Location,At The Bed Rocks right of Be Quiet Jimbo.,Location`At The Bed Rocks right of Be Quiet Jimbo.
126073959,Protection,5 bolts to anchors,Protection`5 bolts to anchors
126074672,Description,"Your crag snack game is just as, if not more, important than your climbing ability. Send this route and treat yourself with the commonly overlooked crag snack....the baby gherkin!Start on cheater stones to establish hands and initiate the classic rrg cut feet start. Varied climbing of side pull pockets, slots, and ledges on a mostly vert face. Finish by pulling over the top bulge and find the welcoming ledges as they become visible.even if you don't send, you should still have a pickle.","Description`Your crag snack game is just as, if not more, important than your climbing ability. Send this route and treat yourself with the commonly overlooked crag snack....the baby gherkin!Start on cheater stones to establish hands and initiate the classic rrg cut feet start. Varied climbing of side pull pockets, slots, and ledges on a mostly vert face. Finish by pulling over the top bulge and find the welcoming ledges as they become visible.even if you don't send, you should still have a pickle."
126074672,Location,currently the left-most route at the wall.,Location`currently the left-most route at the wall.
126074672,Protection,stick clip 1st bolt. all permas & mussys at top.,Protection`stick clip 1st bolt. all permas & mussys at top.
126209373,Description,"Stick clip the first bolt and climb through small sandy holds to the ledge, continue up the corner to anchors higher up.","Description`Stick clip the first bolt and climb through small sandy holds to the ledge, continue up the corner to anchors higher up."
126209373,Location,Continue to the right from Humanoid another 100 feet or so. Dry in rain.,Location`Continue to the right from Humanoid another 100 feet or so. Dry in rain.
126209373,Protection,Bolts,Protection`Bolts
127383164,Description,"Face climbing, ends in scoop with clip and lower Draco Anchors","Description`Face climbing, ends in scoop with clip and lower Draco Anchors"
127383164,Location,"Just right of DeMario 5.11a/b, just left of Hand Shoe  5.9","Location`Just right of DeMario 5.11a/b, just left of Hand Shoe  5.9"
127383164,Protection,"4 wave bolts, clip and lower anchors","Protection`4 wave bolts, clip and lower anchors"
126228815,Description,Bolted pocket climb starting off a ledge on incut holds with a tricky/awkward finish. May have gotten a bit harder since some holds broke off recently.,Description`Bolted pocket climb starting off a ledge on incut holds with a tricky/awkward finish. May have gotten a bit harder since some holds broke off recently.
126228815,Location,"Around the corner from the Bouldering Alley on the aesthetic, golden wall of pockets & a crack.","Location`Around the corner from the Bouldering Alley on the aesthetic, golden wall of pockets & a crack."
126228815,Protection,4 bolts to anchors.,Protection`4 bolts to anchors.
126209394,Description,The tricky arete to the ledge.,Description`The tricky arete to the ledge.
126209394,Protection,Bolts,Protection`Bolts
121775783,Description,"This route serves as a good warm up for early cool days as it is in the sun in the morning, but it is also a good route in its own right. Scramble up the ledge to get to the start of the route. There is an interesting undercling move to bypass a blank section. Climb moderate terrain to a tough pocket sequence higher up.","Description`This route serves as a good warm up for early cool days as it is in the sun in the morning, but it is also a good route in its own right. Scramble up the ledge to get to the start of the route. There is an interesting undercling move to bypass a blank section. Climb moderate terrain to a tough pocket sequence higher up."
121775783,Location,Farthest route on the left side of the Cove and starts up on a ledge.,Location`Farthest route on the left side of the Cove and starts up on a ledge.
121775783,Protection,"5 bolts to bolted anchor. The first bolt can't be stick clipped from the ground unless you have a very long stick, but it can be stick clipped from the ledge (be careful scrambling up there).","Protection`5 bolts to bolted anchor. The first bolt can't be stick clipped from the ground unless you have a very long stick, but it can be stick clipped from the ledge (be careful scrambling up there)."
121775791,Description,A little harder than the one to the left .  Also a good warm up for early cool days as it is in the sun in the morning.,Description`A little harder than the one to the left .  Also a good warm up for early cool days as it is in the sun in the morning.
121775791,Location,Second to last route on left side of Cove and starts up on a ledge.,Location`Second to last route on left side of Cove and starts up on a ledge.
121775791,Protection,"6 bolts to bolted anchor. The first bolt can't be stick clipped from the ground unless you have a very long stick, but it can be stick clipped from the ledge (be careful scrambling up there).","Protection`6 bolts to bolted anchor. The first bolt can't be stick clipped from the ground unless you have a very long stick, but it can be stick clipped from the ledge (be careful scrambling up there)."
108389072,Description,"Good average 5.8 climb.  Sustained, but no defined crux.","Description`Good average 5.8 climb.  Sustained, but no defined crux."
108389072,Location,"Take the approach trail to ""72 hour energy"", then follow along the wall to the right until finding the route that starts with a ~15ft crack.37.6443265, -83.7073284","Location`Take the approach trail to ""72 hour energy"", then follow along the wall to the right until finding the route that starts with a ~15ft crack.37.6443265, -83.7073284"
108389072,Protection,6 bolts and anchors.,Protection`6 bolts and anchors.
109469891,Description,Farthest route to the left at the Bears Den. Climb up on to a small ledge below the first bolt then work up the awkward crack and then right on good holds.,Description`Farthest route to the left at the Bears Den. Climb up on to a small ledge below the first bolt then work up the awkward crack and then right on good holds.
109469891,Location,Farthest left route at the Bears Den. After taking the split to the Bears Den this is the first fork on the left. The route is where the spit hits the cliff.,Location`Farthest left route at the Bears Den. After taking the split to the Bears Den this is the first fork on the left. The route is where the spit hits the cliff.
109469891,Protection,6 bolts to chains.,Protection`6 bolts to chains.
125537465,Description,"Starting right of Gandee Candy, follow the line of glue-ins that trend slightly right using mostly sinker pockets.","Description`Starting right of Gandee Candy, follow the line of glue-ins that trend slightly right using mostly sinker pockets."
125537465,Location,Right of Gandee Candy.,Location`Right of Gandee Candy.
125537465,Protection,7 Glue-ins to a Mussy Anchor,Protection`7 Glue-ins to a Mussy Anchor
118203118,Description,Start with a couple of long moves on good holds on orange rock and move up and left into a dihedral.  Continue 5.9 climbing up and left until the midway point where you begin to trend right.  After clipping the last bolt traverse right under and past the chains and pull a harder move to holds from which to clip.,Description`Start with a couple of long moves on good holds on orange rock and move up and left into a dihedral.  Continue 5.9 climbing up and left until the midway point where you begin to trend right.  After clipping the last bolt traverse right under and past the chains and pull a harder move to holds from which to clip.
118203118,Location,This is the last route on the North side before the manky cave with the waterfall that feeds the head of the Bald Rock Fork creek at the end of the Holler.,Location`This is the last route on the North side before the manky cave with the waterfall that feeds the head of the Bald Rock Fork creek at the end of the Holler.
118203118,Protection,5 bolts with 2 anchors,Protection`5 bolts with 2 anchors
110330437,Description,"Low angle route with a crux in the middle.  Scramble up easy rock, pull over a small roof and power through some small pockets and slopers to a nice finish on good edges and pockets. This route tends to dry quickly because it doesn't get much runoff. It gets morning sun.","Description`Low angle route with a crux in the middle.  Scramble up easy rock, pull over a small roof and power through some small pockets and slopers to a nice finish on good edges and pockets. This route tends to dry quickly because it doesn't get much runoff. It gets morning sun."
110330437,Location,First route right of the large amphitheater.,Location`First route right of the large amphitheater.
110330437,Protection,9 bolts to a two bolt anchor.,Protection`9 bolts to a two bolt anchor.
115561939,Description,* The hangers on this route were removed in February 2019 due to the wedge bolts that were used to equip this route. It is available for rebolting if anyone wants to do it. *Work you way up onto a ledge and then climb up crimps to the top.,Description`* The hangers on this route were removed in February 2019 due to the wedge bolts that were used to equip this route. It is available for rebolting if anyone wants to do it. *Work you way up onto a ledge and then climb up crimps to the top.
115561939,Location,It is the bolted line directly to the left of Low Hanging Fruit.,Location`It is the bolted line directly to the left of Low Hanging Fruit.
115561939,Protection,Does not currently have hangers on the bolts.,Protection`Does not currently have hangers on the bolts.
127282999,Description,"Adding this because it was in our guidebook. Looked like the original anchors had been removed and new ones placed down a little farther. Enjoyable, easy, and short.","Description`Adding this because it was in our guidebook. Looked like the original anchors had been removed and new ones placed down a little farther. Enjoyable, easy, and short."
127282999,Protection,Bolts and anchors at the top.,Protection`Bolts and anchors at the top.
109469913,Description,Climb the large left leaning right facing flake to perfect pockets on the face above.,Description`Climb the large left leaning right facing flake to perfect pockets on the face above.
109469913,Location,"On the left side of a pocketed face that is to the right of a slab to overhung wall. Look for the large ramp/flake.37.6444863, -83.7078977","Location`On the left side of a pocketed face that is to the right of a slab to overhung wall. Look for the large ramp/flake.37.6444863, -83.7078977"
109469913,Protection,6 bolts to chains.,Protection`6 bolts to chains.
122808203,Description,Start by bouldering up to a stance on the ledge above.   Start into to a sea of underclings and sidepulls that will make you wander to find the path of least resistance.  Finish up over a slight bulge on to larger holds to the anchors.,Description`Start by bouldering up to a stance on the ledge above.   Start into to a sea of underclings and sidepulls that will make you wander to find the path of least resistance.  Finish up over a slight bulge on to larger holds to the anchors.
122808203,Location,"This wall is just left of the 12 wall on the north side.  Walk about around a slight corner about 30 feet left of Loaded for Bear and this will be the first route you encounter, or the right most route on this wall.","Location`This wall is just left of the 12 wall on the north side.  Walk about around a slight corner about 30 feet left of Loaded for Bear and this will be the first route you encounter, or the right most route on this wall."
122808203,Protection,Anchors & bolts,Protection`Anchors & bolts
110270679,Description,"A nice fingery route with lots of crisp, fragile edges.  Easy moves up a slab lead to a layback section below the steeper upper half.  Crimp and wander up the slightly overhanging wall and then cut hard left to avoid the crack and do a few harder moves just below the anchors.  The hardest part of this route is choosing which way to go and finding the best holds.","Description`A nice fingery route with lots of crisp, fragile edges.  Easy moves up a slab lead to a layback section below the steeper upper half.  Crimp and wander up the slightly overhanging wall and then cut hard left to avoid the crack and do a few harder moves just below the anchors.  The hardest part of this route is choosing which way to go and finding the best holds."
110270679,Location,Left of Psychopomp. Obvious crack at the top.,Location`Left of Psychopomp. Obvious crack at the top.
110270679,Protection,Bolts to a two bolt anchor.,Protection`Bolts to a two bolt anchor.
116533078,Description,Starts behind a tree and wanders up pocket moves over a low roof to a tricky finger crack.,Description`Starts behind a tree and wanders up pocket moves over a low roof to a tricky finger crack.
116533078,Location,Just to the right as the trail meets the cliff. Starts around a boulder at the base of the cliff.,Location`Just to the right as the trail meets the cliff. Starts around a boulder at the base of the cliff.
116533078,Protection,7 bolts to anchors,Protection`7 bolts to anchors
109480361,Description,"Jugs, pockets and pinches up a vertical wall to a slab topout.  The rock is solid, the movement is fun and the bolts are safely spaced.  However, The rock becomes more sandy as the route turns slabby.  This route is still cleaning up, but once it sheds a bit more grit it will be an excellent pitch.","Description`Jugs, pockets and pinches up a vertical wall to a slab topout.  The rock is solid, the movement is fun and the bolts are safely spaced.  However, The rock becomes more sandy as the route turns slabby.  This route is still cleaning up, but once it sheds a bit more grit it will be an excellent pitch."
109480361,Location,Second route from the right side of a small buttress about 200 feet left of Wonkaholic. The route is right at the top of a set of wooden stairs.,Location`Second route from the right side of a small buttress about 200 feet left of Wonkaholic. The route is right at the top of a set of wooden stairs.
109480361,Protection,7 glue in bolts and two bolt anchor with drop ins.,Protection`7 glue in bolts and two bolt anchor with drop ins.
106453181,Description,"Follow the wall left of Peaches and Cream for about 100 yards. Begin on a reachy mantel start and then climb a technical slabby face to a finish over a bulge. 50 feet, 5 bolts, rap chains Does not stay dry","Description`Follow the wall left of Peaches and Cream for about 100 yards. Begin on a reachy mantel start and then climb a technical slabby face to a finish over a bulge. 50 feet, 5 bolts, rap chains Does not stay dry"
106453181,Location,Follow the wall left of Peaches and Cream for about 100 yards.,Location`Follow the wall left of Peaches and Cream for about 100 yards.
106453181,Protection,5 Bolts. Rap Chains,Protection`5 Bolts. Rap Chains
107756397,Description,"A fun low-angle route.  Slightly more technical than it's neighbor of the same grade, Chocolate River.","Description`A fun low-angle route.  Slightly more technical than it's neighbor of the same grade, Chocolate River."
107756397,Location,The middle of the three bolted slab routes.  Just right of Sugar Rush.,Location`The middle of the three bolted slab routes.  Just right of Sugar Rush.
107756397,Protection,"6 bolts, rap chains","Protection`6 bolts, rap chains"
107074597,Description,"The leftmost of the three bolted slab routes right of ""End of the Innocence"" (5.10b)  Use finesse up the slab with a couple fun mantles and friction climbing up to the chains.","Description`The leftmost of the three bolted slab routes right of ""End of the Innocence"" (5.10b)  Use finesse up the slab with a couple fun mantles and friction climbing up to the chains."
107074597,Protection,"6 Bolts, seemingly run out at times.","Protection`6 Bolts, seemingly run out at times."
107379163,Description,Start up the low angle arete past a few holds that look like they may break.  After the start enjoy a relaxing romp past a few thought provoking sections.  The crux awaits at the top with various ways of getting to and clipping the anchors.,Description`Start up the low angle arete past a few holds that look like they may break.  After the start enjoy a relaxing romp past a few thought provoking sections.  The crux awaits at the top with various ways of getting to and clipping the anchors.
107379163,Location,Left side of the Chocolate Factory.  Climbs a low angle arete.  To the right is a bolted dihedral with a crack in back.,Location`Left side of the Chocolate Factory.  Climbs a low angle arete.  To the right is a bolted dihedral with a crack in back.
107379163,Protection,7 bolts to Anchors; consider stick clipping the first bolt.,Protection`7 bolts to Anchors; consider stick clipping the first bolt.
108064675,Description,"10 feet to the right of Sunday Night Cockfights.  This route has great movement and is well protected, but needs some traffic.  Start out on steep terrain to jugs right of the bolt line.","Description`10 feet to the right of Sunday Night Cockfights.  This route has great movement and is well protected, but needs some traffic.  Start out on steep terrain to jugs right of the bolt line."
108064675,Location,Take the left fork on the main Chocolate Factory trail passing Icebreaker and Eternal Fire to a trail that leads up to the cliff with four bolted lines on the left side of the wall.  Throbbing Emotions is the third of the three to the climbers right.,Location`Take the left fork on the main Chocolate Factory trail passing Icebreaker and Eternal Fire to a trail that leads up to the cliff with four bolted lines on the left side of the wall.  Throbbing Emotions is the third of the three to the climbers right.
108064675,Protection,7 Bolts,Protection`7 Bolts
108766319,Description,"A long fun line that begins just as you enter the left side of the chocolate factory (when the trail forks take the left side instead of the right which takes you over to oompa and loompa) One of the first climbs you will come to as you gain the cliff band. Starts on large blocks under a roof. Pull through the low crux to find nice long juggy climbing above with a steep finish. Take time to enjoy the large sit down hueco in the center of the climb. Watch for friable rock, recommend stick clipping the first bolt due to possible poor rock conditions. With more travel to clean up some of the choss I think this could be a Red classic, a powerful start with a cruiser finish makes for an incredibly enjoyable way to spend a sunset at the end of the day.","Description`A long fun line that begins just as you enter the left side of the chocolate factory (when the trail forks take the left side instead of the right which takes you over to oompa and loompa) One of the first climbs you will come to as you gain the cliff band. Starts on large blocks under a roof. Pull through the low crux to find nice long juggy climbing above with a steep finish. Take time to enjoy the large sit down hueco in the center of the climb. Watch for friable rock, recommend stick clipping the first bolt due to possible poor rock conditions. With more travel to clean up some of the choss I think this could be a Red classic, a powerful start with a cruiser finish makes for an incredibly enjoyable way to spend a sunset at the end of the day."
108766319,Protection,12 bolts. Double chain anchor.,Protection`12 bolts. Double chain anchor.
109770822,Description,Starting from the ledge pull a few hard moves over the ledge on good holds. Then full huge jugs to a ledge just below the anchors.,Description`Starting from the ledge pull a few hard moves over the ledge on good holds. Then full huge jugs to a ledge just below the anchors.
109770822,Location,On the far left side of the Chocolate Factory. Take the first trail that splits left off the main trail. This route starts off of a ledge and must be accessed by first going to the left into a small alcove and climbing up a corner an then walking back right along the ledge.,Location`On the far left side of the Chocolate Factory. Take the first trail that splits left off the main trail. This route starts off of a ledge and must be accessed by first going to the left into a small alcove and climbing up a corner an then walking back right along the ledge.
109770822,Protection,7 Bolts to Chains,Protection`7 Bolts to Chains
111855528,Description,Start up the dirty crack or walk up and around and start off the ledge. Clip the first bolt then pull a tricky roof on not as good as you would like them to be holds. The rest of the  climb is steep and deep pocket pulling!,Description`Start up the dirty crack or walk up and around and start off the ledge. Clip the first bolt then pull a tricky roof on not as good as you would like them to be holds. The rest of the  climb is steep and deep pocket pulling!
111855528,Location,Walk past Oompa and Loompa about 3-4 minutes. You will pass several other routes round a sharp corner and right before you try to scramble up a muddy gully look up to see this climb. Next line of bolts left of Theobroma.,Location`Walk past Oompa and Loompa about 3-4 minutes. You will pass several other routes round a sharp corner and right before you try to scramble up a muddy gully look up to see this climb. Next line of bolts left of Theobroma.
111855528,Protection,6 bolts to anchors.,Protection`6 bolts to anchors.
114290724,Description,"Two bolts of pockets to hands-free stance, then a long rightward-traversing section of 5.8, where the biggest challenge is not Z-clipping. The route earns it;'s grade near the top, where the bolts thin, and the moves lengthen.","Description`Two bolts of pockets to hands-free stance, then a long rightward-traversing section of 5.8, where the biggest challenge is not Z-clipping. The route earns it;'s grade near the top, where the bolts thin, and the moves lengthen."
114290724,Location,Leftmost route at the Chocolate Factory. 50 feet left of For Your Health.,Location`Leftmost route at the Chocolate Factory. 50 feet left of For Your Health.
114290724,Protection,"LOTS of bolts, two-bolt anchor, one perma-draw (for lessening the swing while cleaning), and extension chains on couple bolts.","Protection`LOTS of bolts, two-bolt anchor, one perma-draw (for lessening the swing while cleaning), and extension chains on couple bolts."
106782060,Description,"Very nice climb, stays dry in a light rain.   Start by climbing up on a flake.   Continue up following pockets and plates to the top.   Crux is at the point where the route starts to turn less steep, it's somewhat sequential.","Description`Very nice climb, stays dry in a light rain.   Start by climbing up on a flake.   Continue up following pockets and plates to the top.   Crux is at the point where the route starts to turn less steep, it's somewhat sequential."
106782060,Location,The middle line of 3 sport routes located just before reaching Charlie and the Golden Ticket area.,Location`The middle line of 3 sport routes located just before reaching Charlie and the Golden Ticket area.
106782060,Protection,"6 bolts, shuts.","Protection`6 bolts, shuts."
107892930,Description,"A couple of thoughtful moves, using the wall to the right as needed, lead to fun climbing on a giant flake and subsequent jugs.","Description`A couple of thoughtful moves, using the wall to the right as needed, lead to fun climbing on a giant flake and subsequent jugs."
107892930,Location,line to the left of Gilgamesh,Location`line to the left of Gilgamesh
107892930,Protection,"6 bolts, bolted anchor","Protection`6 bolts, bolted anchor"
117909365,Description,Nice pockets and edges with a distinct section in the middle that will have you scratching your head.,Description`Nice pockets and edges with a distinct section in the middle that will have you scratching your head.
117909365,Location,Right of Grandpa Joe,Location`Right of Grandpa Joe
117909365,Protection,6 bolts,Protection`6 bolts
109480386,Description,"Thoughtful and technical blunt arete climbing on less than perfect stone.  Follow deep two-finger pockets and sharp edges at the start.  As the route slabs out, the holds get slopey and the movement gets more interesting.    Like other routes on this outcrop, the rock slowly turns more sandy as you go up.  This route deserves way more attention than it gets.","Description`Thoughtful and technical blunt arete climbing on less than perfect stone.  Follow deep two-finger pockets and sharp edges at the start.  As the route slabs out, the holds get slopey and the movement gets more interesting.    Like other routes on this outcrop, the rock slowly turns more sandy as you go up.  This route deserves way more attention than it gets."
109480386,Location,On left side of a small buttress about 50 feet left of Grandpa Joe.,Location`On left side of a small buttress about 50 feet left of Grandpa Joe.
109480386,Protection,7 bolts and a two bolt anchor.,Protection`7 bolts and a two bolt anchor.
106927842,Description,The sister route to Oompa.  Just as fun but steeper and more sequential.   Good jugs and positive holds get you up to the second bolt. Take time to read the holds above before heading through bolts 3 and 4. Bust through the sequential crux on cool holds to even cooler holds above and lower angle climbing to the anchor.,Description`The sister route to Oompa.  Just as fun but steeper and more sequential.   Good jugs and positive holds get you up to the second bolt. Take time to read the holds above before heading through bolts 3 and 4. Bust through the sequential crux on cool holds to even cooler holds above and lower angle climbing to the anchor.
106927842,Location,The first route to the right of Oompa.,Location`The first route to the right of Oompa.
106927842,Protection,6 bolts to a two bolt anchor with chains and lowering biners.,Protection`6 bolts to a two bolt anchor with chains and lowering biners.
106927822,Description,A few easy moves off the ground get you setup for thinner crimps and balancy moves higher up. Not as steep as Oompa or Loompa and more technical.,Description`A few easy moves off the ground get you setup for thinner crimps and balancy moves higher up. Not as steep as Oompa or Loompa and more technical.
106927822,Location,Just to the left of Oompa.,Location`Just to the left of Oompa.
106927822,Protection,6 bolts to a two bolt anchor with quick links,Protection`6 bolts to a two bolt anchor with quick links
107892923,Description,Bolted line that wraps around an arete hueco just past second bolt.,Description`Bolted line that wraps around an arete hueco just past second bolt.
107892923,Location,Right side of the Chocolate Factory.  One route right of Theobroma.  Starts on the face and turns the corner to climb the other side of the arete.,Location`Right side of the Chocolate Factory.  One route right of Theobroma.  Starts on the face and turns the corner to climb the other side of the arete.
107892923,Protection,"10 bolts, bolted anchor.","Protection`10 bolts, bolted anchor."
107921969,Description,Has a good amount of loose rock and fragile holds right now but has fun movement.,Description`Has a good amount of loose rock and fragile holds right now but has fun movement.
107921969,Location,Located just right of two lines with dinosaur spines at the top (Gilgamesh and Enkidu).,Location`Located just right of two lines with dinosaur spines at the top (Gilgamesh and Enkidu).
107921969,Protection,7 bolts. May be runout from 3-4,Protection`7 bolts. May be runout from 3-4
109770874,Description,Pull through an awkward couple of moves on good crimps to an undercling. Then follow sinker pockets to a ledge. Pull two roofs after the ledge and clip the anchors.,Description`Pull through an awkward couple of moves on good crimps to an undercling. Then follow sinker pockets to a ledge. Pull two roofs after the ledge and clip the anchors.
109770874,Location,Walk right from Oompa and Loompa past Robotic thumb and around a corner about 100 feet to a slightly overhung wall with several routes on it. This is the route up the middle.,Location`Walk right from Oompa and Loompa past Robotic thumb and around a corner about 100 feet to a slightly overhung wall with several routes on it. This is the route up the middle.
109770874,Protection,8 Bolts to Anchors,Protection`8 Bolts to Anchors
123359554,Description,"Start on either side of the crack, and ends before the ledge.","Description`Start on either side of the crack, and ends before the ledge."
123359554,Location,Glue-in route to the right of Hazel Green.,Location`Glue-in route to the right of Hazel Green.
123359554,Protection,9 bolts,Protection`9 bolts
122728043,Description,"Moderate vert climbing to a mild bulge with huge plated jugs to pull past then iron oxide holds and crimps lead to a comfy wide ledge.  Using an extended draw at the 8th (ledge) bolt will help reduce rope drag.  When ready, step up off the ledge for the grand finale to a matching jug rail using subtle feet to reach giant, protruding iron oxide jugs overhead; pull yourself up and over onto an easy rock ramp to the anchors.","Description`Moderate vert climbing to a mild bulge with huge plated jugs to pull past then iron oxide holds and crimps lead to a comfy wide ledge.  Using an extended draw at the 8th (ledge) bolt will help reduce rope drag.  When ready, step up off the ledge for the grand finale to a matching jug rail using subtle feet to reach giant, protruding iron oxide jugs overhead; pull yourself up and over onto an easy rock ramp to the anchors."
122728043,Location,"Down the cliff a bit, this line of bolts goes up the face immediately right of the crack.","Location`Down the cliff a bit, this line of bolts goes up the face immediately right of the crack."
122728043,Protection,10 bolts to anchors.,Protection`10 bolts to anchors.
122727902,Description,"The farthest right of three routes with similar starts. This route starts on deep iron oxide pockets and plates, with enjoyable movement to a fun finish at the anchors.","Description`The farthest right of three routes with similar starts. This route starts on deep iron oxide pockets and plates, with enjoyable movement to a fun finish at the anchors."
122727902,Location,Furthest right route on the ledge.,Location`Furthest right route on the ledge.
122727902,Protection,7 bolts to anchors.,Protection`7 bolts to anchors.
124159210,Description,"W.B. Yeats said it best in The Song of Wandering Aengus. Nature, yearning, transformation, and art. Plates to slopers, overhang to slab, this route changes as much as life does.","Description`W.B. Yeats said it best in The Song of Wandering Aengus. Nature, yearning, transformation, and art. Plates to slopers, overhang to slab, this route changes as much as life does."
124159210,Location,"Located 10 feet right of the Northern Nut Grower's Association, this route is the last on the face, and on the top of the retaining terraces.","Location`Located 10 feet right of the Northern Nut Grower's Association, this route is the last on the face, and on the top of the retaining terraces."
124159210,Protection,8 bolts to anchors,Protection`8 bolts to anchors
124159238,Description,"The Arete right of Silver Apples, Take a bite out of this route!","Description`The Arete right of Silver Apples, Take a bite out of this route!"
